id,day_of_week_x,index_x,available_x,max_nights_x,min_nights_x,available_for_checkin_x,available_for_checkout_x,bookable_x,day_of_week_y,index_y,available_y,max_nights_y,min_nights_y,available_for_checkin_y,available_for_checkout_y,bookable_y,available_delta_pct,available_for_checkin_delta_pct,available_for_checkout_delta_pct,bookable_delta_pct,zipcode,City,Metro,CountyName,State
31294674,4,49.08064516,1,1125,181,1,1,1,6,30.08064516,0.89516129,1125,181,0.89516129,0.879032258,0.89516129,-10.48387097,-10.48387097,-12.09677419,-10.48387097,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31294674,5,50.08064516,1,1125,181,1,1,1,0,31.08064516,0.911290323,1125,181,0.911290323,0.89516129,0.911290323,-8.870967742,-8.870967742,-10.48387097,-8.870967742,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31294674,5,50.08064516,1,1125,181,1,1,1,1,32.08064516,0.927419355,1125,181,0.927419355,0.911290323,0.927419355,-7.258064516,-7.258064516,-8.870967742,-7.258064516,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31294674,5,50.08064516,1,1125,181,1,1,1,2,33.08064516,0.943548387,1125,181,0.943548387,0.927419355,0.943548387,-5.64516129,-5.64516129,-7.258064516,-5.64516129,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31294674,5,50.08064516,1,1125,181,1,1,1,3,34.08064516,0.951612903,1125,181,0.951612903,0.943548387,0.951612903,-4.838709677,-4.838709677,-5.64516129,-4.838709677,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31294674,5,50.08064516,1,1125,181,1,1,1,4,28.08064516,0.862903226,1125,181,0.862903226,0.846774194,0.862903226,-13.70967742,-13.70967742,-15.32258065,-13.70967742,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31294674,5,50.08064516,1,1125,181,1,1,1,5,29.08064516,0.879032258,1125,181,0.879032258,0.862903226,0.879032258,-12.09677419,-12.09677419,-13.70967742,-12.09677419,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31294674,5,50.08064516,1,1125,181,1,1,1,6,30.08064516,0.89516129,1125,181,0.89516129,0.879032258,0.89516129,-10.48387097,-10.48387097,-12.09677419,-10.48387097,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31294674,6,51.08064516,1,1125,181,1,1,1,0,31.08064516,0.911290323,1125,181,0.911290323,0.89516129,0.911290323,-8.870967742,-8.870967742,-10.48387097,-8.870967742,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31294674,6,51.08064516,1,1125,181,1,1,1,1,32.08064516,0.927419355,1125,181,0.927419355,0.911290323,0.927419355,-7.258064516,-7.258064516,-8.870967742,-7.258064516,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31294674,6,51.08064516,1,1125,181,1,1,1,2,33.08064516,0.943548387,1125,181,0.943548387,0.927419355,0.943548387,-5.64516129,-5.64516129,-7.258064516,-5.64516129,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31294674,6,51.08064516,1,1125,181,1,1,1,3,34.08064516,0.951612903,1125,181,0.951612903,0.943548387,0.951612903,-4.838709677,-4.838709677,-5.64516129,-4.838709677,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31294674,6,51.08064516,1,1125,181,1,1,1,4,28.08064516,0.862903226,1125,181,0.862903226,0.846774194,0.862903226,-13.70967742,-13.70967742,-15.32258065,-13.70967742,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31294674,6,51.08064516,1,1125,181,1,1,1,5,29.08064516,0.879032258,1125,181,0.879032258,0.862903226,0.879032258,-12.09677419,-12.09677419,-13.70967742,-12.09677419,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31294674,6,51.08064516,1,1125,181,1,1,1,6,30.08064516,0.89516129,1125,181,0.89516129,0.879032258,0.89516129,-10.48387097,-10.48387097,-12.09677419,-10.48387097,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,0,52.08064516,0.5,60,6.274193548,0.443548387,0.25,0.5,0,31.08064516,0.056451613,60,6.483870968,0,0.056451613,0.056451613,-44.35483871,-44.35483871,-19.35483871,-44.35483871,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,0,52.08064516,0.5,60,6.274193548,0.443548387,0.25,0.5,1,32.08064516,0.185483871,60,6.483870968,0,0.056451613,0,-31.4516129,-44.35483871,-19.35483871,-50,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,0,52.08064516,0.5,60,6.274193548,0.443548387,0.25,0.5,2,33.08064516,0,60,6.870967742,0,0,0,-50,-44.35483871,-25,-50,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,0,52.08064516,0.5,60,6.274193548,0.443548387,0.25,0.5,3,34.08064516,0,60,7,0,0,0,-50,-44.35483871,-25,-50,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,0,52.08064516,0.5,60,6.274193548,0.443548387,0.25,0.5,4,28.08064516,0.056451613,60,6.483870968,0.056451613,0,0.056451613,-44.35483871,-38.70967742,-25,-44.35483871,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,0,52.08064516,0.5,60,6.274193548,0.443548387,0.25,0.5,5,29.08064516,0.056451613,60,6.483870968,0,0.056451613,0.056451613,-44.35483871,-44.35483871,-19.35483871,-44.35483871,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,0,52.08064516,0.5,60,6.274193548,0.443548387,0.25,0.5,6,30.08064516,0.056451613,60,6.483870968,0,0.056451613,0.056451613,-44.35483871,-44.35483871,-19.35483871,-44.35483871,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,1,53.08064516,0.443548387,60,6.274193548,0.443548387,0.5,0.443548387,0,31.08064516,0.056451613,60,6.483870968,0,0.056451613,0.056451613,-38.70967742,-44.35483871,-44.35483871,-38.70967742,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,1,53.08064516,0.443548387,60,6.274193548,0.443548387,0.5,0.443548387,1,32.08064516,0.185483871,60,6.483870968,0,0.056451613,0,-25.80645161,-44.35483871,-44.35483871,-44.35483871,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,1,53.08064516,0.443548387,60,6.274193548,0.443548387,0.5,0.443548387,2,33.08064516,0,60,6.870967742,0,0,0,-44.35483871,-44.35483871,-50,-44.35483871,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,1,53.08064516,0.443548387,60,6.274193548,0.443548387,0.5,0.443548387,3,34.08064516,0,60,7,0,0,0,-44.35483871,-44.35483871,-50,-44.35483871,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,1,53.08064516,0.443548387,60,6.274193548,0.443548387,0.5,0.443548387,4,28.08064516,0.056451613,60,6.483870968,0.056451613,0,0.056451613,-38.70967742,-38.70967742,-50,-38.70967742,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,1,53.08064516,0.443548387,60,6.274193548,0.443548387,0.5,0.443548387,5,29.08064516,0.056451613,60,6.483870968,0,0.056451613,0.056451613,-38.70967742,-44.35483871,-44.35483871,-38.70967742,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,1,53.08064516,0.443548387,60,6.274193548,0.443548387,0.5,0.443548387,6,30.08064516,0.056451613,60,6.483870968,0,0.056451613,0.056451613,-38.70967742,-44.35483871,-44.35483871,-38.70967742,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,2,47.08064516,0.25,60,6.661290323,0.25,0.25,0.25,0,31.08064516,0.056451613,60,6.483870968,0,0.056451613,0.056451613,-19.35483871,-25,-19.35483871,-19.35483871,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,2,47.08064516,0.25,60,6.661290323,0.25,0.25,0.25,1,32.08064516,0.185483871,60,6.483870968,0,0.056451613,0,-6.451612903,-25,-19.35483871,-25,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,2,47.08064516,0.25,60,6.661290323,0.25,0.25,0.25,2,33.08064516,0,60,6.870967742,0,0,0,-25,-25,-25,-25,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,2,47.08064516,0.25,60,6.661290323,0.25,0.25,0.25,3,34.08064516,0,60,7,0,0,0,-25,-25,-25,-25,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,2,47.08064516,0.25,60,6.661290323,0.25,0.25,0.25,4,28.08064516,0.056451613,60,6.483870968,0.056451613,0,0.056451613,-19.35483871,-19.35483871,-25,-19.35483871,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,2,47.08064516,0.25,60,6.661290323,0.25,0.25,0.25,5,29.08064516,0.056451613,60,6.483870968,0,0.056451613,0.056451613,-19.35483871,-25,-19.35483871,-19.35483871,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,2,47.08064516,0.25,60,6.661290323,0.25,0.25,0.25,6,30.08064516,0.056451613,60,6.483870968,0,0.056451613,0.056451613,-19.35483871,-25,-19.35483871,-19.35483871,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,3,48.08064516,0.25,60,6.661290323,0.25,0.25,0.25,0,31.08064516,0.056451613,60,6.483870968,0,0.056451613,0.056451613,-19.35483871,-25,-19.35483871,-19.35483871,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,3,48.08064516,0.25,60,6.661290323,0.25,0.25,0.25,1,32.08064516,0.185483871,60,6.483870968,0,0.056451613,0,-6.451612903,-25,-19.35483871,-25,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,3,48.08064516,0.25,60,6.661290323,0.25,0.25,0.25,2,33.08064516,0,60,6.870967742,0,0,0,-25,-25,-25,-25,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,3,48.08064516,0.25,60,6.661290323,0.25,0.25,0.25,3,34.08064516,0,60,7,0,0,0,-25,-25,-25,-25,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,3,48.08064516,0.25,60,6.661290323,0.25,0.25,0.25,4,28.08064516,0.056451613,60,6.483870968,0.056451613,0,0.056451613,-19.35483871,-19.35483871,-25,-19.35483871,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,3,48.08064516,0.25,60,6.661290323,0.25,0.25,0.25,5,29.08064516,0.056451613,60,6.483870968,0,0.056451613,0.056451613,-19.35483871,-25,-19.35483871,-19.35483871,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,3,48.08064516,0.25,60,6.661290323,0.25,0.25,0.25,6,30.08064516,0.056451613,60,6.483870968,0,0.056451613,0.056451613,-19.35483871,-25,-19.35483871,-19.35483871,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,4,49.08064516,0.306451613,60,6.274193548,0.306451613,0.25,0.306451613,0,31.08064516,0.056451613,60,6.483870968,0,0.056451613,0.056451613,-25,-30.64516129,-19.35483871,-25,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,4,49.08064516,0.306451613,60,6.274193548,0.306451613,0.25,0.306451613,1,32.08064516,0.185483871,60,6.483870968,0,0.056451613,0,-12.09677419,-30.64516129,-19.35483871,-30.64516129,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,4,49.08064516,0.306451613,60,6.274193548,0.306451613,0.25,0.306451613,2,33.08064516,0,60,6.870967742,0,0,0,-30.64516129,-30.64516129,-25,-30.64516129,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,4,49.08064516,0.306451613,60,6.274193548,0.306451613,0.25,0.306451613,3,34.08064516,0,60,7,0,0,0,-30.64516129,-30.64516129,-25,-30.64516129,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,4,49.08064516,0.306451613,60,6.274193548,0.306451613,0.25,0.306451613,4,28.08064516,0.056451613,60,6.483870968,0.056451613,0,0.056451613,-25,-25,-25,-25,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,4,49.08064516,0.306451613,60,6.274193548,0.306451613,0.25,0.306451613,5,29.08064516,0.056451613,60,6.483870968,0,0.056451613,0.056451613,-25,-30.64516129,-19.35483871,-25,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,4,49.08064516,0.306451613,60,6.274193548,0.306451613,0.25,0.306451613,6,30.08064516,0.056451613,60,6.483870968,0,0.056451613,0.056451613,-25,-30.64516129,-19.35483871,-25,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,5,50.08064516,0.25,60,6.274193548,0.193548387,0.306451613,0.25,0,31.08064516,0.056451613,60,6.483870968,0,0.056451613,0.056451613,-19.35483871,-19.35483871,-25,-19.35483871,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,5,50.08064516,0.25,60,6.274193548,0.193548387,0.306451613,0.25,1,32.08064516,0.185483871,60,6.483870968,0,0.056451613,0,-6.451612903,-19.35483871,-25,-25,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,5,50.08064516,0.25,60,6.274193548,0.193548387,0.306451613,0.25,2,33.08064516,0,60,6.870967742,0,0,0,-25,-19.35483871,-30.64516129,-25,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,5,50.08064516,0.25,60,6.274193548,0.193548387,0.306451613,0.25,3,34.08064516,0,60,7,0,0,0,-25,-19.35483871,-30.64516129,-25,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,5,50.08064516,0.25,60,6.274193548,0.193548387,0.306451613,0.25,4,28.08064516,0.056451613,60,6.483870968,0.056451613,0,0.056451613,-19.35483871,-13.70967742,-30.64516129,-19.35483871,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,5,50.08064516,0.25,60,6.274193548,0.193548387,0.306451613,0.25,5,29.08064516,0.056451613,60,6.483870968,0,0.056451613,0.056451613,-19.35483871,-19.35483871,-25,-19.35483871,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,5,50.08064516,0.25,60,6.274193548,0.193548387,0.306451613,0.25,6,30.08064516,0.056451613,60,6.483870968,0,0.056451613,0.056451613,-19.35483871,-19.35483871,-25,-19.35483871,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,6,51.08064516,0.25,60,6.612903226,0.193548387,0.25,0.25,0,31.08064516,0.056451613,60,6.483870968,0,0.056451613,0.056451613,-19.35483871,-19.35483871,-19.35483871,-19.35483871,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,6,51.08064516,0.25,60,6.612903226,0.193548387,0.25,0.25,1,32.08064516,0.185483871,60,6.483870968,0,0.056451613,0,-6.451612903,-19.35483871,-19.35483871,-25,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,6,51.08064516,0.25,60,6.612903226,0.193548387,0.25,0.25,2,33.08064516,0,60,6.870967742,0,0,0,-25,-19.35483871,-25,-25,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,6,51.08064516,0.25,60,6.612903226,0.193548387,0.25,0.25,3,34.08064516,0,60,7,0,0,0,-25,-19.35483871,-25,-25,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,6,51.08064516,0.25,60,6.612903226,0.193548387,0.25,0.25,4,28.08064516,0.056451613,60,6.483870968,0.056451613,0,0.056451613,-19.35483871,-13.70967742,-25,-19.35483871,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,6,51.08064516,0.25,60,6.612903226,0.193548387,0.25,0.25,5,29.08064516,0.056451613,60,6.483870968,0,0.056451613,0.056451613,-19.35483871,-19.35483871,-19.35483871,-19.35483871,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31304301,6,51.08064516,0.25,60,6.612903226,0.193548387,0.25,0.25,6,30.08064516,0.056451613,60,6.483870968,0,0.056451613,0.056451613,-19.35483871,-19.35483871,-19.35483871,-19.35483871,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,0,52.08064516,0,1125,30,0,0,0,0,31.08064516,0,1125,30,0,0,0,0,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,0,52.08064516,0,1125,30,0,0,0,1,32.08064516,0.25,1125,30,0,0,0,25,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,0,52.08064516,0,1125,30,0,0,0,2,33.08064516,0.25,1125,30,0,0,0,25,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,0,52.08064516,0,1125,30,0,0,0,3,34.08064516,0.25,1125,30,0,0,0,25,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,0,52.08064516,0,1125,30,0,0,0,4,28.08064516,0,1125,30,0,0,0,0,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,0,52.08064516,0,1125,30,0,0,0,5,29.08064516,0,1125,30,0,0,0,0,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,0,52.08064516,0,1125,30,0,0,0,6,30.08064516,0,1125,30,0,0,0,0,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,1,53.08064516,0.25,1125,30,0,0,0,0,31.08064516,0,1125,30,0,0,0,-25,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,1,53.08064516,0.25,1125,30,0,0,0,1,32.08064516,0.25,1125,30,0,0,0,0,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,1,53.08064516,0.25,1125,30,0,0,0,2,33.08064516,0.25,1125,30,0,0,0,0,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,1,53.08064516,0.25,1125,30,0,0,0,3,34.08064516,0.25,1125,30,0,0,0,0,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,1,53.08064516,0.25,1125,30,0,0,0,4,28.08064516,0,1125,30,0,0,0,-25,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,1,53.08064516,0.25,1125,30,0,0,0,5,29.08064516,0,1125,30,0,0,0,-25,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,1,53.08064516,0.25,1125,30,0,0,0,6,30.08064516,0,1125,30,0,0,0,-25,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,2,47.08064516,0.25,1125,30,0,0,0,0,31.08064516,0,1125,30,0,0,0,-25,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,2,47.08064516,0.25,1125,30,0,0,0,1,32.08064516,0.25,1125,30,0,0,0,0,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,2,47.08064516,0.25,1125,30,0,0,0,2,33.08064516,0.25,1125,30,0,0,0,0,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,2,47.08064516,0.25,1125,30,0,0,0,3,34.08064516,0.25,1125,30,0,0,0,0,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,2,47.08064516,0.25,1125,30,0,0,0,4,28.08064516,0,1125,30,0,0,0,-25,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,2,47.08064516,0.25,1125,30,0,0,0,5,29.08064516,0,1125,30,0,0,0,-25,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,2,47.08064516,0.25,1125,30,0,0,0,6,30.08064516,0,1125,30,0,0,0,-25,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,3,48.08064516,0.25,1125,30,0,0,0,0,31.08064516,0,1125,30,0,0,0,-25,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,3,48.08064516,0.25,1125,30,0,0,0,1,32.08064516,0.25,1125,30,0,0,0,0,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,3,48.08064516,0.25,1125,30,0,0,0,2,33.08064516,0.25,1125,30,0,0,0,0,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,3,48.08064516,0.25,1125,30,0,0,0,3,34.08064516,0.25,1125,30,0,0,0,0,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,3,48.08064516,0.25,1125,30,0,0,0,4,28.08064516,0,1125,30,0,0,0,-25,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,3,48.08064516,0.25,1125,30,0,0,0,5,29.08064516,0,1125,30,0,0,0,-25,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,3,48.08064516,0.25,1125,30,0,0,0,6,30.08064516,0,1125,30,0,0,0,-25,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,4,49.08064516,0.25,1125,30,0,0,0,0,31.08064516,0,1125,30,0,0,0,-25,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,4,49.08064516,0.25,1125,30,0,0,0,1,32.08064516,0.25,1125,30,0,0,0,0,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,4,49.08064516,0.25,1125,30,0,0,0,2,33.08064516,0.25,1125,30,0,0,0,0,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,4,49.08064516,0.25,1125,30,0,0,0,3,34.08064516,0.25,1125,30,0,0,0,0,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,4,49.08064516,0.25,1125,30,0,0,0,4,28.08064516,0,1125,30,0,0,0,-25,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,4,49.08064516,0.25,1125,30,0,0,0,5,29.08064516,0,1125,30,0,0,0,-25,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,4,49.08064516,0.25,1125,30,0,0,0,6,30.08064516,0,1125,30,0,0,0,-25,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,5,50.08064516,0.25,1125,30,0,0,0,0,31.08064516,0,1125,30,0,0,0,-25,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,5,50.08064516,0.25,1125,30,0,0,0,1,32.08064516,0.25,1125,30,0,0,0,0,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,5,50.08064516,0.25,1125,30,0,0,0,2,33.08064516,0.25,1125,30,0,0,0,0,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,5,50.08064516,0.25,1125,30,0,0,0,3,34.08064516,0.25,1125,30,0,0,0,0,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,5,50.08064516,0.25,1125,30,0,0,0,4,28.08064516,0,1125,30,0,0,0,-25,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,5,50.08064516,0.25,1125,30,0,0,0,5,29.08064516,0,1125,30,0,0,0,-25,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,5,50.08064516,0.25,1125,30,0,0,0,6,30.08064516,0,1125,30,0,0,0,-25,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,6,51.08064516,0.25,1125,30,0,0,0,0,31.08064516,0,1125,30,0,0,0,-25,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,6,51.08064516,0.25,1125,30,0,0,0,1,32.08064516,0.25,1125,30,0,0,0,0,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,6,51.08064516,0.25,1125,30,0,0,0,2,33.08064516,0.25,1125,30,0,0,0,0,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,6,51.08064516,0.25,1125,30,0,0,0,3,34.08064516,0.25,1125,30,0,0,0,0,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,6,51.08064516,0.25,1125,30,0,0,0,4,28.08064516,0,1125,30,0,0,0,-25,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,6,51.08064516,0.25,1125,30,0,0,0,5,29.08064516,0,1125,30,0,0,0,-25,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31328359,6,51.08064516,0.25,1125,30,0,0,0,6,30.08064516,0,1125,30,0,0,0,-25,0,0,0,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL
31464281,0,43.78571429,1,1125,2,1,0.5,1,0,22.78571429,1,1125,2,0.75,0.428571429,0.75,0,-25,-7.142857143,-25,4064,Old Orchard Beach,Portland-South Portland,York County,ME
