,index,id,name,price,displayPrice,monthlyPriceFactor,weeklyPriceFactor,avgRating,reviewsCount,isNewListing,isSuperhost,lat,lng,personCapacity,size,beds,baths,title,property_type,town,top_lat,right_long,bottom_lat,left_long,url,baths_type,Region,baths_no,beds_no,guest_no,zipcode
15,15,53923024.0,'Blue Haven' Myrtle Condo Getaway,128.0,$128,1.0,1.0,4.78,9.0,0.0,0.0,33.73385,-78.90072,6.0,2 bedrooms,2 beds,2 baths,6 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=20&section_offset=1,Private,Carolinas,2,2,6.0,29579
16,16,6.020803532026706e+17,"Snowbirds & LT Renters:  3bd, 2 bath, condo",65.0,$65,0.9,1.0,,0.0,1.0,0.0,33.74326,-78.85649,6.0,3 bedrooms,6 beds,2 baths,6 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=20&section_offset=1,Private,Carolinas,2,6,6.0,29579
17,17,54312478.0,Entire Condo 2BD/2BA-1 mile to Beach & Golf view,116.0,$116,0.9,1.0,5.0,5.0,0.0,0.0,33.73656,-78.86408,4.0,2 bedrooms,2 beds,2 baths,4 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=20&section_offset=1,Private,Carolinas,2,2,4.0,29577
18,18,47239557.0,NEW! Myrtlewood Golf Resort Condo with Pool Access,106.0,$106,1.0,1.0,4.93,44.0,0.0,0.0,33.73177,-78.86475,6.0,2 bedrooms,5 beds,2 baths,6 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=20&section_offset=1,Private,Carolinas,2,5,6.0,29579
19,19,53940237.0,NEW! Condo on Myrtle Beach w/ Community Amenities!,101.0,$101,1.0,1.0,4.8,5.0,0.0,0.0,33.73412,-78.86461,7.0,2 bedrooms,5 beds,2 baths,7 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=20&section_offset=1,Private,Carolinas,2,5,7.0,29577
0,0,5.74635083268098e+17,"Magnolia Pointe Villa with Screened Porch | Pools, Hot Tub & Golf",263.0,$263,1.0,1.0,,2.0,1.0,0.0,33.73912,-78.85828,6.0,2 bedrooms,4 beds,2 baths,6 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=200&section_offset=1,Private,Carolinas,2,4,6.0,29577
1,1,5.519749171323237e+17,"Spacious Condo with Shared Pool, Fast WiFi, Private Washer/Dryer, and Central AC",245.0,$245,1.0,1.0,,0.0,0.0,0.0,33.73955,-78.85952,6.0,2 bedrooms,3 beds,2 baths,6 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=200&section_offset=1,Private,Carolinas,2,3,6.0,29577
2,2,42813884.0,Myrtle Beach Getaway Near Beach & Boardwalk!,89.0,$89,1.0,1.0,4.61,23.0,0.0,0.0,33.73858,-78.85708,8.0,3 bedrooms,5 beds,2 baths,8 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=200&section_offset=1,Private,Carolinas,2,5,8.0,29577
3,3,53968975.0,"Family-Friendly Condo with Washer/Dryer, High Speed WiFi & Shared Pool",194.0,$194,1.0,1.0,,1.0,0.0,0.0,33.7398,-78.85936,6.0,2 bedrooms,4 beds,2 baths,6 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=200&section_offset=1,Private,Carolinas,2,4,6.0,29577
4,4,45845041.0,Secluded Proximity *ask about our Top Golf promo*,203.0,$203,0.75,0.95,5.0,6.0,0.0,1.0,33.73442,-78.86478,6.0,3 bedrooms,4 beds,2.5 baths,6 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=200&section_offset=1,Private,Carolinas,2.5,4,6.0,29577
5,5,5.746958809547204e+17,"All-Suite Condo at Magnolia North w/ Pool, Sunroom & Golf Course Views",248.0,$248,1.0,1.0,,0.0,1.0,0.0,33.74008,-78.86068,5.0,2 bedrooms,3 beds,2 baths,5 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=200&section_offset=1,Private,Carolinas,2,3,5.0,29577
6,6,53855326.0,After Dune Delight - Myrtlewood Golf Club,119.0,$119,1.0,1.0,,2.0,0.0,0.0,33.73799,-78.85766,6.0,3 bedrooms,4 beds,2 baths,6 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=200&section_offset=1,Private,Carolinas,2,4,6.0,29579
7,7,53862739.0,Private Enclosed Patio with Pool Views / Ground Floor Villa!,178.0,$178,1.0,1.0,,0.0,0.0,0.0,33.731682,-78.868164,4.0,2 bedrooms,3 beds,2 baths,4 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=200&section_offset=1,Private,Carolinas,2,3,4.0,29577
8,8,52898596.0,"First Floor Condo w/ Shared Pool, High-Speed WiFi, Washer/Dryer, and Central AC",221.0,$221,1.0,1.0,,0.0,0.0,0.0,33.7393,-78.85888,8.0,3 bedrooms,5 beds,2 baths,8 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=200&section_offset=1,Private,Carolinas,2,5,8.0,29577
9,9,5.542947433287865e+17,1C The Fairways at River Oaks,157.0,$157,1.0,1.0,,0.0,0.0,0.0,33.73266,-78.90386,6.0,2 bedrooms,2 beds,2 baths,6 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=200&section_offset=1,Private,Carolinas,2,2,6.0,29579
10,10,5.841373082412521e+17,"Charming house with WiFi, backyard deck, w/d, and central AC- near the beach",284.0,$284,1.0,1.0,,0.0,1.0,0.0,33.72443,-78.87828,8.0,3 bedrooms,4 beds,2.5 baths,8 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=200&section_offset=1,Private,Carolinas,2.5,4,8.0,29577
11,11,53863447.0,Beautiful & Newly Furnished Golf Villa at Magnolia!,165.0,$165,1.0,1.0,,0.0,0.0,0.0,33.73911,-78.85617,6.0,2 bedrooms,3 beds,2 baths,6 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=200&section_offset=1,Private,Carolinas,2,3,6.0,29577
12,12,43767944.0,Golf & Pool View 3 bed/2 bath in the Heart of MB,150.0,$150,1.0,1.0,5.0,4.0,0.0,0.0,33.74017,-78.85618,6.0,3 bedrooms,4 beds,2 baths,6 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=200&section_offset=1,Private,Carolinas,2,4,6.0,29579
13,13,5.7469685434733165e+17,"Myrtlewood Golf Club Getaway with Pond & Fairway Views, Sunroom & Pool",236.0,$236,1.0,1.0,,1.0,1.0,0.0,33.74127,-78.85992,6.0,3 bedrooms,5 beds,2 baths,6 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=200&section_offset=1,Private,Carolinas,2,5,6.0,
14,14,5.784476072687446e+17,Beautiful 2 Bedroom condo in Golf community!,298.0,$298,1.0,1.0,,2.0,1.0,0.0,33.738304,-78.858833,6.0,2 bedrooms,3 beds,2 baths,6 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=200&section_offset=1,Private,Carolinas,2,3,6.0,29577
15,15,53024103.0,"Lake-View Condo with High-Speed WiFi, Washer & Dryer - Shared Pools & Hot Tub",214.0,$214,1.0,1.0,,2.0,0.0,0.0,33.74451,-78.85715,6.0,3 bedrooms,4 beds,2 baths,6 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=200&section_offset=1,Private,Carolinas,2,4,6.0,29579
16,16,5.87704306470412e+17,"2bd2ba Golf Condo, Common Pool, 5min to the Beach",191.0,$191,1.0,1.0,,0.0,1.0,0.0,33.73623,-78.86294,6.0,2 bedrooms,2 beds,2 baths,6 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=200&section_offset=1,Private,Carolinas,2,2,6.0,29577
17,17,5.79669541721948e+17,Gorgeous updated 1 Bedroom Condo with Pool!,298.0,$298,1.0,1.0,,0.0,1.0,0.0,33.73243,-78.90332,2.0,1 bedroom,1 bed,1 bath,2 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=200&section_offset=1,Private,Carolinas,1,1,2.0,29579
18,18,54379000.0,"Dog-Friendly Condo with Shared Pool, Fast WiFi, Washer/Dryer, and Central AC",192.0,$192,1.0,1.0,,0.0,0.0,0.0,33.73894,-78.85944,6.0,2 bedrooms,3 beds,2 baths,6 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=200&section_offset=1,Private,Carolinas,2,3,6.0,29577
19,19,6.102427294427882e+17,"Condo with central AC, washer/dryer, & shared pool/hot tub - 1 mile to beach",209.0,$209,1.0,1.0,,0.0,1.0,0.0,33.74416,-78.85663,8.0,3 bedrooms,5 beds,2 baths,8 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=200&section_offset=1,Private,Carolinas,2,5,8.0,29579
0,0,47842684.0,Ground Floor! Close to so many things to do at the beach.,185.0,$185,1.0,1.0,4.83,6.0,0.0,0.0,33.73229,-78.90136,6.0,3 bedrooms,5 beds,2 baths,6 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=220&section_offset=1,Private,Carolinas,2,5,6.0,29579
1,1,5.87704306470412e+17,"2bd2ba Golf Condo, Common Pool, 5min to the Beach",191.0,$191,1.0,1.0,,0.0,1.0,0.0,33.73623,-78.86294,6.0,2 bedrooms,2 beds,2 baths,6 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=220&section_offset=1,Private,Carolinas,2,2,6.0,29577
2,2,49126636.0,Spacious 3 bedroom retreat that sleeps 6,298.0,$298,1.0,1.0,4.67,6.0,0.0,0.0,33.73401,-78.9007,6.0,3 bedrooms,4 beds,2 baths,6 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=220&section_offset=1,Private,Carolinas,2,4,6.0,29579
3,3,50157723.0,Gorgeous 3 Bedroom Condo in Myrtlewood,175.0,$175,0.8,1.0,4.81,16.0,0.0,1.0,33.74027,-78.85849,6.0,3 bedrooms,4 beds,2 baths,6 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=220&section_offset=1,Private,Carolinas,2,4,6.0,29577
4,4,47528163.0,Have a large family? Here's your condo!,176.0,$176,1.0,1.0,3.67,3.0,0.0,0.0,33.7375,-78.85925,6.0,3 bedrooms,3 beds,2 baths,6 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=220&section_offset=1,Private,Carolinas,2,3,6.0,29579
5,5,32588045.0,4 Bedroom Home *Near Beach* Perfect Location,416.0,$416,1.0,1.0,4.69,63.0,0.0,0.0,33.73612,-78.86347,11.0,4 bedrooms,5 beds,3.5 baths,11 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=220&section_offset=1,Private,Carolinas,3.5,5,11.0,29577
6,6,5.74634890116759e+17,"Dual-Suite Magnolia Pointe Condo | Golf, Pools & Screened Patio",307.0,$307,1.0,1.0,4.75,8.0,0.0,0.0,33.74247,-78.85641,5.0,2 bedrooms,3 beds,2 baths,5 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=220&section_offset=1,Private,Carolinas,2,3,5.0,29579
7,7,5.7469685434733165e+17,"Myrtlewood Golf Club Getaway with Pond & Fairway Views, Sunroom & Pool",236.0,$236,1.0,1.0,,1.0,1.0,0.0,33.74127,-78.85992,6.0,3 bedrooms,5 beds,2 baths,6 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=220&section_offset=1,Private,Carolinas,2,5,6.0,
8,8,52898596.0,"First Floor Condo w/ Shared Pool, High-Speed WiFi, Washer/Dryer, and Central AC",221.0,$221,1.0,1.0,,0.0,0.0,0.0,33.7393,-78.85888,8.0,3 bedrooms,5 beds,2 baths,8 guests,entire_home,myrtle beach,33.744819753125,-78.85587103593751,33.7199366875,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.744819753125&ne_lng=-78.85587103593751&sw_lat=33.7199366875&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=220&section_offset=1,Private,Carolinas,2,5,8.0,29577
