,index,id,name,price,displayPrice,monthlyPriceFactor,weeklyPriceFactor,avgRating,reviewsCount,isNewListing,isSuperhost,lat,lng,personCapacity,size,beds,baths,title,property_type,town,top_lat,right_long,bottom_lat,left_long,url,baths_type,Region,baths_no,beds_no,guest_no,zipcode
2,2,53362897.0,**Lovely Duplex on the East side of Miami***,105.0,$105,0.9,0.9299999999999999,3.92,13.0,0.0,0.0,25.83795,-80.18834,8.0,3 bedrooms,4 beds,2 baths,8 guests,entire_home,miami,25.843133125,-80.17603150000001,25.82788275,-80.19425237500002,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.843133125&ne_lng=-80.17603150000001&sw_lat=25.82788275&sw_lng=-80.19425237500002&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,Miami,2,4,8.0,33138
3,3,54090581.0,Central hotel-style 1BR apartment w/ free parking,90.0,$90,0.85,0.9,4.83,12.0,0.0,1.0,25.84068,-80.19423,3.0,1 bedroom,1 bed,1 bath,3 guests,entire_home,miami,25.843133125,-80.17603150000001,25.82788275,-80.19425237500002,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.843133125&ne_lng=-80.17603150000001&sw_lat=25.82788275&sw_lng=-80.19425237500002&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,Miami,1,1,3.0,33138
4,4,51484037.0,"Season Discount!! Biscayne Deluxe House, 4br/2bath, Free Parking, Garden & BBQ.",262.0,$262,0.95,0.98,4.7,10.0,0.0,0.0,25.83736,-80.18465,10.0,4 bedrooms,8 beds,2 baths,10 guests,entire_home,miami,25.843133125,-80.17603150000001,25.82788275,-80.19425237500002,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.843133125&ne_lng=-80.17603150000001&sw_lat=25.82788275&sw_lng=-80.19425237500002&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,Miami,2,8,10.0,33138
5,5,53113914.0,Cozy 1-BR unit w/ free parking close to everything,127.0,$127,0.85,0.9,4.89,9.0,0.0,1.0,25.8409,-80.1941,2.0,1 bedroom,1 bed,1 bath,2 guests,entire_home,miami,25.843133125,-80.17603150000001,25.82788275,-80.19425237500002,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.843133125&ne_lng=-80.17603150000001&sw_lat=25.82788275&sw_lng=-80.19425237500002&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,Miami,1,1,2.0,33138
6,6,53052553.0,MIAMI VIBES - Modern & Nice Studio in Miami #7,81.0,$81,0.9,0.95,4.5,22.0,0.0,0.0,25.83248702800096,-80.18811691261739,4.0,Studio,2 beds,1 bath,4 guests,entire_home,miami,25.843133125,-80.17603150000001,25.82788275,-80.19425237500002,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.843133125&ne_lng=-80.17603150000001&sw_lat=25.82788275&sw_lng=-80.19425237500002&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,Miami,1,2,4.0,33137
7,7,53052355.0,MIAMI VIBES - Modern & Nice Studio in Miami #3,82.0,$82,0.9,0.95,4.39,18.0,0.0,0.0,25.8344,-80.18841,4.0,Studio,2 beds,1 bath,4 guests,entire_home,miami,25.843133125,-80.17603150000001,25.82788275,-80.19425237500002,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.843133125&ne_lng=-80.17603150000001&sw_lat=25.82788275&sw_lng=-80.19425237500002&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,Miami,1,2,4.0,33138
8,8,53052378.0,MIAMI VIBES - Modern & Nice Studio in Miami #1,82.0,$82,0.9,0.95,4.45,22.0,0.0,0.0,25.832180767388277,-80.18812199145043,4.0,Studio,2 beds,1 bath,4 guests,entire_home,miami,25.843133125,-80.17603150000001,25.82788275,-80.19425237500002,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.843133125&ne_lng=-80.17603150000001&sw_lat=25.82788275&sw_lng=-80.19425237500002&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,Miami,1,2,4.0,33137
9,9,53052540.0,MIAMI VIBES - Modern & Nice Studio in Miami #6,82.0,$82,0.9,0.95,4.3,27.0,0.0,0.0,25.8328,-80.18822,4.0,Studio,2 beds,1 bath,4 guests,entire_home,miami,25.843133125,-80.17603150000001,25.82788275,-80.19425237500002,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.843133125&ne_lng=-80.17603150000001&sw_lat=25.82788275&sw_lng=-80.19425237500002&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,Miami,1,2,4.0,33137
10,10,53288836.0,MIAMI VIBES - Modern & Nice Studio in Miami #12,82.0,$82,0.9,0.95,4.08,12.0,0.0,0.0,25.83328,-80.18605,4.0,Studio,2 beds,1 bath,4 guests,entire_home,miami,25.843133125,-80.17603150000001,25.82788275,-80.19425237500002,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.843133125&ne_lng=-80.17603150000001&sw_lat=25.82788275&sw_lng=-80.19425237500002&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,Miami,1,2,4.0,33137
11,11,10457998.0,Renovated Boutique Apartment * Sleeps 4 * Parking,190.0,$190,1.0,1.0,4.74,36.0,0.0,1.0,25.83785,-80.182,4.0,1 bedroom,1 bed,1.5 baths,4 guests,entire_home,miami,25.843133125,-80.17603150000001,25.82788275,-80.19425237500002,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.843133125&ne_lng=-80.17603150000001&sw_lat=25.82788275&sw_lng=-80.19425237500002&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,Miami,1.5,1,4.0,33138
12,12,7561639.0,Upper East Side Tropical Oasis,90.0,$90,0.6,0.89,4.85,14.0,0.0,1.0,25.84304,-80.18222,2.0,1 bedroom,2 beds,1 bath,2 guests,entire_home,miami,25.843133125,-80.17603150000001,25.82788275,-80.19425237500002,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.843133125&ne_lng=-80.17603150000001&sw_lat=25.82788275&sw_lng=-80.19425237500002&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,Miami,1,2,2.0,33138
13,13,21513728.0,Lush Garden Cottage by the Bay,130.0,$130,0.7,0.85,4.8,47.0,0.0,0.0,25.82996,-80.18199,2.0,1 bedroom,1 bed,1 bath,2 guests,entire_home,miami,25.843133125,-80.17603150000001,25.82788275,-80.19425237500002,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.843133125&ne_lng=-80.17603150000001&sw_lat=25.82788275&sw_lng=-80.19425237500002&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,Miami,1,1,2.0,33137
14,14,10590737.0,Boutique 1 bed * Balconies * Parking * king & Sofa,199.0,$199,1.0,1.0,4.8,5.0,0.0,1.0,25.83686,-80.18325,4.0,1 bedroom,2 beds,1.5 baths,4 guests,entire_home,miami,25.843133125,-80.17603150000001,25.82788275,-80.19425237500002,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.843133125&ne_lng=-80.17603150000001&sw_lat=25.82788275&sw_lng=-80.19425237500002&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,Miami,1.5,2,4.0,33138
15,15,22159493.0,2 bed/2 bath ....Because you want the best!,285.0,$285,1.0,1.0,4.91,12.0,0.0,1.0,25.83842,-80.18526,6.0,2 bedrooms,3 beds,2 baths,6 guests,entire_home,miami,25.843133125,-80.17603150000001,25.82788275,-80.19425237500002,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.843133125&ne_lng=-80.17603150000001&sw_lat=25.82788275&sw_lng=-80.19425237500002&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,Miami,2,3,6.0,33138
16,16,53023577.0,New Yorker Miami - Room 106,179.0,$179,0.85,0.9,4.33,9.0,0.0,0.0,25.83494,-80.18347,2.0,1 bedroom,,1 private bath,2 guests,private_room,miami,25.843133125,-80.17603150000001,25.82788275,-80.19425237500002,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.843133125&ne_lng=-80.17603150000001&sw_lat=25.82788275&sw_lng=-80.19425237500002&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,Miami,1,,2.0,33138
17,17,51690590.0,JARDÍN DUPLEX in Sunny Miami for 6 Guests.,187.0,$187,0.9,0.95,4.92,26.0,0.0,1.0,25.83416,-80.18423,6.0,2 bedrooms,4 beds,1 bath,6 guests,entire_home,miami,25.843133125,-80.17603150000001,25.82788275,-80.19425237500002,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.843133125&ne_lng=-80.17603150000001&sw_lat=25.82788275&sw_lng=-80.19425237500002&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,Miami,1,4,6.0,33138
18,18,49670142.0,LUXURIOUS CONDO ON THE WATER ALL INCLUSIVE,202.0,$202,0.9,0.95,4.88,24.0,0.0,0.0,25.83768,-80.18292,2.0,1 bedroom,1 bed,1 bath,2 guests,entire_home,miami,25.843133125,-80.17603150000001,25.82788275,-80.19425237500002,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.843133125&ne_lng=-80.17603150000001&sw_lat=25.82788275&sw_lng=-80.19425237500002&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,Miami,1,1,2.0,33138
19,19,6.156476666247328e+17,Lovely 1 bd unit- 15 Minutes from South Beach,87.0,$87,1.0,1.0,,0.0,1.0,0.0,25.830688376677507,-80.19395973662913,3.0,1 bedroom,1 bed,1 bath,3 guests,entire_home,miami,25.843133125,-80.17603150000001,25.82788275,-80.19425237500002,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.843133125&ne_lng=-80.17603150000001&sw_lat=25.82788275&sw_lng=-80.19425237500002&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,Miami,1,1,3.0,33137
0,0,53754146.0,APARTAMENT IN THE OCEAN OF NIAMI,96.0,$96,1.0,1.0,4.0,3.0,0.0,0.0,25.84621,-80.11913,4.0,Studio,2 beds,1 bath,4 guests,entire_home,miami beach,25.84694571875,-80.11681365625,25.843133125,-80.121368875,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.84694571875&ne_lng=-80.11681365625&sw_lat=25.843133125&sw_lng=-80.121368875&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=40&section_offset=1,Private,Miami,1,2,4.0,33140
1,1,18975805.0,Luxurious Town Home Steps to the Shore | * Dhalia,217.0,$217,0.8,0.9,4.81,37.0,0.0,1.0,25.84626,-80.1198,6.0,2 bedrooms,4 beds,2.5 baths,6 guests,entire_home,miami beach,25.84694571875,-80.11681365625,25.843133125,-80.121368875,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.84694571875&ne_lng=-80.11681365625&sw_lat=25.843133125&sw_lng=-80.121368875&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=40&section_offset=1,Private,Miami,2.5,4,6.0,33141
2,2,7955200.0,Ocean View 64 Kitchen  Wi-Fi Huge Pool,86.0,$86,1.0,1.0,4.36,165.0,0.0,0.0,25.84522,-80.11974,4.0,Studio,2 beds,1 bath,4 guests,entire_home,miami beach,25.84694571875,-80.11681365625,25.843133125,-80.121368875,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.84694571875&ne_lng=-80.11681365625&sw_lat=25.843133125&sw_lng=-80.121368875&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=40&section_offset=1,Private,Miami,1,2,4.0,33141
3,3,8390011.0,OceaView52 Kitchen  Wi-Fi Huge Pool,85.0,$85,1.0,1.0,4.42,101.0,0.0,0.0,25.84522,-80.11974,4.0,Studio,2 beds,1 bath,4 guests,entire_home,miami beach,25.84694571875,-80.11681365625,25.843133125,-80.121368875,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.84694571875&ne_lng=-80.11681365625&sw_lat=25.843133125&sw_lng=-80.121368875&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=40&section_offset=1,Private,Miami,1,2,4.0,33141
4,4,8166519.0,OceaView75 Kitchen  Wi-Fi Huge Pool,85.0,$85,1.0,1.0,4.44,145.0,0.0,0.0,25.84522,-80.11974,4.0,Studio,2 beds,1 bath,4 guests,entire_home,miami beach,25.84694571875,-80.11681365625,25.843133125,-80.121368875,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.84694571875&ne_lng=-80.11681365625&sw_lat=25.843133125&sw_lng=-80.121368875&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=40&section_offset=1,Private,Miami,1,2,4.0,33141
5,5,47998302.0,OceanView903 Huge Pool Full Kitchen Wi FI,95.0,$95,1.0,1.0,4.0,8.0,0.0,0.0,25.84472,-80.11911,4.0,Studio,2 beds,1 bath,4 guests,entire_home,miami beach,25.84694571875,-80.11681365625,25.843133125,-80.121368875,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.84694571875&ne_lng=-80.11681365625&sw_lat=25.843133125&sw_lng=-80.121368875&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=40&section_offset=1,Private,Miami,1,2,4.0,33140
6,6,40873179.0,ALOHAMIAMI STUDIO - 11 /PARKING $20 DAILY,119.0,$119,0.9,1.0,4.27,33.0,0.0,0.0,25.84642,-80.11932,4.0,Studio,2 beds,1 bath,4 guests,entire_home,miami beach,25.84694571875,-80.11681365625,25.843133125,-80.121368875,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.84694571875&ne_lng=-80.11681365625&sw_lat=25.843133125&sw_lng=-80.121368875&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=40&section_offset=1,Private,Miami,1,2,4.0,33140
7,7,31518922.0,Studio Ocean5 (KITCHEN-ON THE BEACH -POOL),116.0,$116,1.0,1.0,4.25,12.0,0.0,0.0,25.845,-80.11897,4.0,Studio,2 beds,1 bath,4 guests,entire_home,miami beach,25.84694571875,-80.11681365625,25.843133125,-80.121368875,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.84694571875&ne_lng=-80.11681365625&sw_lat=25.843133125&sw_lng=-80.121368875&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=40&section_offset=1,Private,Miami,1,2,4.0,33140
8,8,50543865.0,"Breathtaking Oceanview's, sleeps in Miami Beach!!!",119.0,$119,0.9,0.95,3.78,9.0,0.0,0.0,25.8458,-80.11899,4.0,Studio,2 beds,1 bath,4 guests,entire_home,miami beach,25.84694571875,-80.11681365625,25.843133125,-80.121368875,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.84694571875&ne_lng=-80.11681365625&sw_lat=25.843133125&sw_lng=-80.121368875&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=40&section_offset=1,Private,Miami,1,2,4.0,33140
9,9,17538375.0,South Beach Chic / Steps From The Sand | * Azuria,217.0,$217,0.8,0.9,4.79,28.0,0.0,1.0,25.84682,-80.1201,8.0,2 bedrooms,2 beds,2.5 baths,8 guests,entire_home,miami beach,25.84694571875,-80.11681365625,25.843133125,-80.121368875,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.84694571875&ne_lng=-80.11681365625&sw_lat=25.843133125&sw_lng=-80.121368875&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=40&section_offset=1,Private,Miami,2.5,2,8.0,33141
10,10,5.811776670920271e+17,"Renovated in 2022, Beachfront Studio",175.0,$175,1.0,1.0,4.4,5.0,0.0,0.0,25.84637,-80.12105,4.0,1 bedroom,3 beds,1 bath,4 guests,entire_home,miami beach,25.84694571875,-80.11681365625,25.843133125,-80.121368875,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.84694571875&ne_lng=-80.11681365625&sw_lat=25.843133125&sw_lng=-80.121368875&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=40&section_offset=1,Private,Miami,1,3,4.0,33141
11,11,18975018.0,Upscale Beach House Steps from the Sand | * Brezia,219.0,$219,0.8,0.9,4.88,41.0,0.0,1.0,25.84635,-80.12119,6.0,2 bedrooms,3 beds,2.5 baths,6 guests,entire_home,miami beach,25.84694571875,-80.11681365625,25.843133125,-80.121368875,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.84694571875&ne_lng=-80.11681365625&sw_lat=25.843133125&sw_lng=-80.121368875&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=40&section_offset=1,Private,Miami,2.5,3,6.0,33141
12,12,31515924.0,Studio 31 KITCHEN ON THE BEACH POOL,105.0,$105,1.0,1.0,4.0,7.0,0.0,0.0,25.84464,-80.12059,4.0,Studio,2 beds,1 bath,4 guests,entire_home,miami beach,25.84694571875,-80.11681365625,25.843133125,-80.121368875,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.84694571875&ne_lng=-80.11681365625&sw_lat=25.843133125&sw_lng=-80.121368875&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=40&section_offset=1,Private,Miami,1,2,4.0,33141
13,13,13894488.0,Sunwashed Studio on the Ocean with Pool,99.0,$99,0.83,0.9,4.76,95.0,0.0,0.0,25.84424,-80.11938,5.0,Studio,3 beds,1 bath,5 guests,entire_home,miami beach,25.84694571875,-80.11681365625,25.843133125,-80.121368875,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.84694571875&ne_lng=-80.11681365625&sw_lat=25.843133125&sw_lng=-80.121368875&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=40&section_offset=1,Private,Miami,1,3,5.0,33140
14,14,29742684.0,Beautiful Beach Front Miami Beach Condo,236.0,$236,0.9,1.0,5.0,6.0,0.0,0.0,25.84553,-80.1206,4.0,1 bedroom,2 beds,2 baths,4 guests,entire_home,miami,25.84694571875,-80.11681365625,25.843133125,-80.121368875,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.84694571875&ne_lng=-80.11681365625&sw_lat=25.843133125&sw_lng=-80.121368875&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=40&section_offset=1,Private,Miami,2,2,4.0,33141
15,15,9715765.0,Miami Beach 6424 Collins,101.0,$101,1.0,1.0,,0.0,0.0,0.0,25.84626,-80.11972,6.0,1 bedroom,3 beds,1.5 baths,6 guests,entire_home,miami,25.84694571875,-80.11681365625,25.843133125,-80.121368875,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.84694571875&ne_lng=-80.11681365625&sw_lat=25.843133125&sw_lng=-80.121368875&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=40&section_offset=1,Private,Miami,1.5,3,6.0,33141
16,16,53725859.0,Ocean Side Condo on Miami Beach,103.0,$103,1.0,1.0,3.67,6.0,0.0,0.0,25.84627,-80.11956,4.0,Studio,2 beds,1 bath,4 guests,entire_home,miami beach,25.84694571875,-80.11681365625,25.843133125,-80.121368875,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.84694571875&ne_lng=-80.11681365625&sw_lat=25.843133125&sw_lng=-80.121368875&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=40&section_offset=1,Private,Miami,1,2,4.0,33141
