,Unnamed: 0,id,index_x,cleaning_fee_x,service_fee_x,total_price_x,index_y,cleaning_fee_y,service_fee_y,total_price_y,cleaning_fee_delta,service_fee_delta,total_price_delta,cleaning_fee_delta_pct,service_fee_delta_pct,total_price_delta_pct,display_price_delta_pct
61,61,11886168.0,0.0,65.0,33.585903083700444,171.8942731277533,0.0,65.0,33.714285714285715,172.85714285714286,0.0,0.12838263058527133,0.9628697293895527,0.0,0.38225153650126686,0.5601523028483559,0.17790076634708907
62,62,11908077.0,0.0,60.0,35.11504424778761,188.21902654867256,0.0,60.0,34.431261770244824,183.94538606403012,0.0,-0.6837824775427848,-4.273640484642442,0.0,-1.947263607921741,-2.270567733245235,-0.32330412532349406
63,63,11928500.0,0.0,380.0,109.4251101321586,394.7026431718062,0.0,380.0,132.01315789473685,555.5451127819549,0.0,22.588047762578256,160.84246961014873,0.0,20.642472038910864,40.750289462879834,20.10781742396897
64,64,11948641.0,0.0,125.0,46.8942731277533,209.20704845814976,0.0,125.0,47.57142857142857,214.28571428571428,0.0,0.677155443675268,5.078665827564521,0.0,1.444004562839698,2.42757873838102,0.9835741755413219
65,65,11969042.0,0.0,125.0,58.73348017621145,290.2687224669604,0.0,125.0,59.84586466165413,298.2781954887218,0.0,1.112384485442682,8.00947302176138,0.0,1.8939529585260744,2.7593303727972454,0.865377414271171
66,66,12007186.0,0.0,488.0,365.78474114441417,2102.6512261580383,0.0,488.0,320.5431034482759,1782.0295566502464,0.0,-45.2416376961383,-320.6216695077919,0.0,-12.368377520230295,-15.248447556070982,-2.8800700358406868
67,67,12149788.0,0.0,100.0,59.70044052863436,325.431718061674,0.0,100.0,60.0,327.57142857142856,0.0,0.2995594713656402,2.1397105097545364,0.0,0.5017709563164133,0.6574990669314631,0.15572811061504976
68,68,12154880.0,0.0,170.0,62.25511596180082,269.83219645293315,0.0,170.0,57.24691358024691,236.4814814814815,0.0,-5.008202381553907,-33.35071497145165,0.0,-8.044643888587236,-12.359798204166129,-4.3151543155788925
69,69,12158458.0,0.0,50.0,24.83106267029973,124.66893732970028,0.0,50.0,24.77928483353884,124.23304562268804,0.0,-0.051777836760891205,-0.4358917070122459,0.0,-0.20852042237734084,-0.3496393859999655,-0.1411189636226247
70,70,12197831.0,0.0,30.0,15.083700440528634,75.41850220264317,0.0,30.0,15.75,78.75,0.0,0.6662995594713657,3.331497797356832,0.0,4.4173481308411215,4.417348130841126,4.440892098500626e-15
71,71,12227697.0,0.0,50.0,42.0,250.0,0.0,50.0,42.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,72,12281320.0,0.0,250.0,87.44933920704845,369.3656387665199,0.0,250.0,84.99436090225564,351.4605263157895,0.0,-2.4549783047928173,-17.905112450730428,0.0,-2.807314871734268,-4.847530623185133,-2.0402157514508645
73,73,12293898.0,0.0,300.0,94.60352422907488,370.4625550660793,0.0,300.0,109.96428571428572,478.57142857142856,0.0,15.360761485210844,108.10887350534927,0.0,16.236986529186783,29.182132452243632,12.945145923056849
74,74,12294020.0,0.0,85.0,36.9647577092511,178.2070484581498,0.0,85.0,39.0,191.8571428571429,0.0,2.035242290748897,13.650094398993076,0.0,5.505899177690378,7.659682665244673,2.1537834875542945
75,75,12301522.0,0.0,350.0,115.90748898678414,469.8237885462555,0.0,350.0,116.14285714285714,471.4285714285714,0.0,0.23536815607299388,1.6047828823158738,0.0,0.2030655293549071,0.34157122764716674,0.13850569829225964
76,76,12309978.0,0.0,,8.0,60.0,0.0,,8.0,60.0,,0.0,0.0,,0.0,0.0,
77,77,12316333.0,0.0,230.0,114.31718061674007,580.8370044052864,0.0,230.0,117.0,600.0,0.0,2.6828193832599254,19.162995594713607,0.0,2.346820809248567,3.29920364050056,0.9523828312519931
78,78,12341300.0,0.0,30.0,25.0,148.0,0.0,30.0,28.25,171.0,0.0,3.25,23.0,0.0,13.0,15.54054054054054,2.5405405405405403
79,79,12342839.0,0.0,250.0,96.88300220750553,434.878587196468,0.0,250.0,112.75,548.2142857142857,0.0,15.866997792494473,113.33569851781766,0.0,16.37748359460444,26.06145757795503,9.68397398335059
80,80,12358298.0,0.0,150.0,32.0,76.0,0.0,150.0,32.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,81,12400160.0,0.0,125.0,53.0,250.0,0.0,125.0,53.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,82,12402247.0,0.0,70.0,28.681198910081743,134.00544959128067,0.0,70.0,31.142857142857142,153.03571428571428,0.0,2.461658232775399,19.030264694433612,0.0,8.582828913438831,14.201112531226382,5.618283617787551
83,83,1246570.0,0.0,,9.543596730245232,67.06539509536785,0.0,,10.89655172413793,77.25,,1.3529549938926984,10.184604904632153,,14.176573383543762,15.18608052655101,
84,84,12475053.0,0.0,80.0,26.369193154034228,107.48899755501222,0.0,80.0,26.428571428571427,107.85714285714286,0.0,0.059378274537198905,0.36814530213064245,0.0,0.22518047552818132,0.3424958000396533,0.11731532451147197
85,85,12486642.0,0.0,120.0,54.32671081677704,266.73509933774835,0.0,120.0,54.785714285714285,269.75,0.0,0.4590034689372473,3.014900662251648,0.0,0.8448946421315443,1.1302976885070857,0.28540304637554137
86,86,12564400.0,0.0,85.0,22.006607929515415,74.01541850220265,0.0,85.0,22.071428571428573,74.11654135338345,0.0,0.06482064191315828,0.10112285118080422,0.0,0.294550810014752,0.13662403486618788,-0.1579267751485641
87,87,12588280.0,0.0,80.0,36.58924205378973,177.03789731051344,0.0,80.0,37.285714285714285,181.8571428571429,0.0,0.6964722319245524,4.819245546629446,0.0,1.9034890935993447,2.722154758863177,0.8186656652638322
88,88,12624251.0,0.0,50.0,24.18528610354224,120.41961852861036,0.0,50.0,26.399014778325125,136.04679802955664,0.0,2.2137286747828853,15.627179500946283,0.0,9.153204412407828,12.97727039156285,3.824065979155023
89,89,12626099.0,0.0,100.0,31.218543046357617,122.18543046357615,0.0,100.0,32.50282485875706,130.01883239171374,0.0,1.284281812399442,7.83340192813759,0.0,4.113842886557398,6.411076916795534,2.297234030238136
90,90,12668857.0,0.0,50.0,51.84581497797357,317.6651982378855,0.0,50.0,66.37781954887218,420.6672932330827,0.0,14.532004570898614,103.00209499519724,0.0,28.029272135219525,32.424733828747435,4.39546169352791
91,91,12696164.0,0.0,,13.93612334801762,98.3612334801762,0.0,,14.0,99.0,,0.06387665198237968,0.638766519823804,,0.45835308993204327,0.6494088140451609,
92,92,12696774.0,0.0,95.0,45.3451536643026,224.27186761229316,0.0,95.0,40.93391115926328,192.726977248104,0.0,-4.4112425050393185,-31.544890364189172,0.0,-9.728145454520783,-14.065469155820272,-4.337323701299489
93,93,1270976.0,0.0,,18.0,125.0,0.0,,18.0,125.0,,0.0,0.0,,0.0,0.0,
94,94,12746806.0,0.0,354.0,135.0,600.0,0.0,354.0,135.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,95,12794698.0,0.0,11.85022026431718,49.18942731277533,338.73568281938327,0.0,11.578947368421051,49.89473684210526,344.05263157894734,-0.2712728958961286,0.7053095293299307,5.31694875956407,-2.289180199569561,1.433864079866508,1.56964531026367,2.424961429966723
96,96,12795374.0,0.0,140.0,50.52588555858311,216.6212534059945,0.0,140.0,50.73645320197044,218.2266009852217,0.0,0.21056764338732847,1.6053475792271854,0.0,0.4167520095084374,0.7410849831149399,0.3243329736065025
97,97,12803178.0,0.0,145.0,48.79955947136564,199.3193832599119,0.0,145.0,48.392857142857146,195.64285714285717,0.0,-0.4067023285084943,-3.6765261170547205,0.0,-0.8334139342940935,-1.8445401831594779,-1.0111262488653843
98,98,12810372.0,0.0,150.0,59.0,270.0,0.0,150.0,59.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,99,12824366.0,0.0,90.0,27.272479564032697,101.99727520435968,0.0,90.0,27.286066584463622,102.14673242909988,0.0,0.013587020430925634,0.1494572247402033,0.0,0.049819527406830925,0.14653060529387066,0.09671107788703973
100,100,12828329.0,0.0,150.0,70.0,349.0,0.0,150.0,70.44736842105263,351.7951127819549,0.0,0.4473684210526301,2.795112781954913,0.0,0.6390977443609,0.8008919146002615,0.1617941702393615
101,101,12862178.0,0.0,200.0,71.7530695770805,309.4106412005457,0.0,200.0,68.76666666666667,290.0604938271605,0.0,-2.9864029104138297,-19.350147373385198,0.0,-4.162055962227088,-6.253872619992835,-2.0918166577657473
102,102,12872450.0,0.0,150.0,92.0,500.0,0.0,150.0,92.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,103,12887552.0,0.0,100.0,39.0,175.0,0.0,100.0,39.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,104,12913503.0,0.0,,23.986784140969164,167.55506607929516,0.0,,25.468926553672315,178.24858757062148,,1.4821424127031513,10.693521491326322,,6.1789959170544595,6.382093804472394,
105,105,12968734.0,0.0,,55.0,392.0,0.0,,55.0,392.0,,0.0,0.0,,0.0,0.0,
106,106,13001107.0,0.0,65.0,18.547486033519554,67.73743016759776,0.0,65.0,18.571428571428573,67.85714285714286,0.0,0.02394253790901857,0.1197126895450964,0.0,0.12908777969019047,0.17673048600884333,0.04764270631865286
107,107,1301719.0,0.0,150.0,83.72274881516587,440.8767772511848,0.0,150.0,84.0,442.8571428571428,0.0,0.27725118483412814,1.9803656059579566,0.0,0.3311539441283917,0.44918800629629546,0.11803406216790374
108,108,13017225.0,0.0,40.0,69.0,450.0,0.0,40.0,69.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,109,1303778.0,0.0,45.0,36.85022026431718,213.215859030837,0.0,45.0,40.892857142857146,241.9642857142857,0.0,4.042636878539966,28.748426683448685,0.0,10.970455127657768,13.483249704840603,2.5127945771828344
110,110,13059854.0,0.0,200.0,126.33480176211454,695.3083700440528,0.0,200.0,121.75,661.7857142857143,0.0,-4.584801762114537,-33.52265575833849,0.0,-3.6290884998953903,-4.821264521267676,-1.192176021372286
111,111,13098941.0,0.0,119.0,52.75212464589235,254.82152974504248,0.0,119.0,59.87484035759898,306.09578544061304,0.0,7.1227157117066255,51.27425569557056,0.0,13.502234762142892,20.121634049867048,6.619399287724155
112,112,13106306.0,0.0,125.0,81.0,450.0,0.0,125.0,81.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,113,13108075.0,0.0,,20.0,145.0,0.0,,20.214285714285715,146.28571428571428,,0.2142857142857153,1.2857142857142776,,1.0714285714285765,0.8866995073891569,
114,114,13141364.0,0.0,40.0,18.83664459161148,92.44812362030903,0.0,40.0,18.428571428571427,92.56766917293233,0.0,-0.40807316304005425,0.11954555262329336,0.0,-2.1663792670472817,0.12931095617935456,2.2956902232266363
115,115,13153559.0,0.0,150.0,56.0,250.0,0.0,150.0,56.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,116,13155824.0,0.0,,8.0,55.0,0.0,,8.178571428571429,56.36466165413534,,0.17857142857142883,1.3646616541353396,,2.2321428571428603,2.481203007518799,
117,117,13186400.0,0.0,50.0,20.26490066225165,91.64900662251657,0.0,50.0,20.286252354048965,91.86252354048963,0.0,0.021351691797313777,0.2135169179730667,0.0,0.10536292357497977,0.23297243018955902,0.12760950661457926
118,118,13187923.0,0.0,350.0,150.3590308370044,716.8502202643172,0.0,350.0,161.57142857142858,796.4285714285714,0.0,11.212397734424172,79.57835116425429,0.0,7.457083004597767,11.10111274499046,3.644029740392692
119,119,13193274.0,0.0,95.0,44.27533039647577,218.5286343612335,0.0,95.0,51.18609022556391,267.453007518797,0.0,6.910759829088136,48.92437315756351,0.0,15.608601375085884,22.38808351160528,6.7794821365193965
120,120,13202995.0,0.0,150.0,64.0,300.0,0.0,150.0,64.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,121,13205321.0,0.0,225.0,81.58590308370044,354.18502202643174,0.0,225.0,86.25,387.5,0.0,4.664096916299556,33.31497797356826,0.0,5.716792656587469,9.406094527363178,3.6893018707757097
122,122,13233819.0,0.0,35.0,39.18101545253863,239.73509933774835,0.0,35.0,39.98684210526316,244.9154135338346,0.0,0.8058266527245266,5.180314196086243,0.0,2.056676284208747,2.1608492917376316,0.10417300752888448
123,123,13249193.0,0.0,350.0,101.59602649006622,369.6247240618101,0.0,350.0,112.12854442344046,443.9319470699433,0.0,10.532517933374237,74.30722300813318,0.0,10.36705695808298,20.103423329362357,9.736366371279377
124,124,13281931.0,0.0,50.0,25.428256070640177,129.12362030905078,0.0,50.0,26.2312030075188,135.6748120300752,0.0,0.8029469368786231,6.5511917210244235,0.0,3.1576956541888723,5.073581197107456,1.9158855429185833
125,125,13326690.0,0.0,80.0,43.476377952755904,225.3937007874016,0.0,80.0,38.56428571428572,192.57142857142856,0.0,-4.912092238470187,-32.822272215973044,0.0,-11.298301445000703,-14.562195882719916,-3.2638944377192125
126,126,13329665.0,0.0,10.0,10.0,59.0,0.0,10.0,10.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,127,13331521.0,0.0,25.0,18.0,99.0,0.0,25.0,18.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,128,13334972.0,0.0,110.0,37.15602836879432,152.67848699763593,0.0,110.0,35.9457111834962,143.4343105320304,0.0,-1.2103171852981163,-9.244176465605534,0.0,-3.2573911648603633,-6.054668635633434,-2.797277470773071
129,129,13347204.0,0.0,159.0,41.55858310626703,135.14441416893732,0.0,159.0,39.70566502463054,122.01970443349754,0.0,-1.8529180816364885,-13.12470973543978,0.0,-4.458568948076261,-9.711618357406346,-5.253049409330085
130,130,13366569.0,0.0,10.0,11.033112582781458,70.21412803532009,0.0,10.0,12.343984962406015,79.30263157894737,0.0,1.3108723796245574,9.088503543627283,0.0,11.88125626190325,12.943981215654288,1.0627249537510384
131,131,13369010.0,0.0,,12.0,85.0,0.0,,12.0,85.0,,0.0,0.0,,0.0,0.0,
132,132,13378380.0,0.0,200.0,70.18937329700273,297.20708446866485,0.0,200.0,70.71428571428571,300.8928571428572,0.0,0.5249124172829767,3.6857726741923784,0.0,0.7478516941045145,1.2401362103402271,0.4922845162357127
133,133,13434604.0,0.0,100.0,39.23788546255506,179.00881057268722,0.0,100.0,39.89473684210526,183.65413533834587,0.0,0.6568513795501971,4.645324765658643,0.0,1.6740233878735238,2.595025770406083,0.9210023825325593
134,134,13437075.0,0.0,120.0,46.548463356974,212.01654846335697,0.0,120.0,46.57142857142857,212.14285714285717,0.0,0.022965214454572447,0.1263086795001982,0.0,0.04933613872160561,0.059574915456199994,0.010238776734594383
135,135,13444353.0,0.0,150.0,48.848017621145374,196.9185022026432,0.0,150.0,49.17857142857143,199.89285714285717,0.0,0.3305538074260568,2.9743549402139706,0.0,0.6766985100393641,1.5104497073378849,0.8337511972985208
136,136,13445450.0,0.0,100.0,35.0,150.0,0.0,100.0,35.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,137,13478283.0,0.0,125.0,49.70860927152318,226.49006622516555,0.0,125.0,50.0,228.57142857142856,0.0,0.29139072847682,2.081362346263006,0.0,0.5861977084998643,0.9189640768588128,0.33276636835894846
138,138,13493606.0,0.0,120.0,30.0,95.0,0.0,120.0,31.178571428571427,102.46428571428572,0.0,1.178571428571427,7.464285714285722,0.0,3.9285714285714235,7.857142857142866,3.928571428571442
