,id,index_x,cleaning_fee_x,service_fee_x,total_price_x,index_y,cleaning_fee_y,service_fee_y,total_price_y
0,10121456.0,0.0,488.0,538.8666666666667,3330.266666666667,0.0,488.0,481.34615384615387,2921.923076923077
1,10123207.0,0.0,,105.13333333333334,744.5333333333333,0.0,,64.74074074074075,457.3703703703704
2,10162954.0,0.0,250.0,174.9,987.3333333333334,0.0,250.0,164.25925925925927,911.5925925925926
3,10192685.0,0.0,215.0,319.73333333333335,2050.0,0.0,215.0,266.8888888888889,1675.9259259259259
4,10250283.0,0.0,170.0,64.0,280.0,0.0,170.0,64.0,280.0
5,1027096.0,0.0,350.0,104.0,387.0,0.0,350.0,104.0,387.0
6,10304764.0,0.0,63.0,0.0,91.3,0.0,63.0,0.0,91.55555555555556
7,10400521.0,0.0,39.0,61.63333333333333,399.0,0.0,39.0,43.666666666666664,271.7037037037037
8,10513550.0,0.0,75.0,20.566666666666666,69.7,0.0,75.0,20.444444444444443,69.88888888888889
9,10571555.0,0.0,100.0,46.8,231.66666666666666,0.0,100.0,46.0,225.74074074074073
10,10876956.0,0.0,100.0,51.93333333333333,268.3333333333333,0.0,100.0,51.81481481481482,267.5925925925926
11,11106764.0,0.0,19.0,16.9,99.93333333333334,0.0,19.0,16.555555555555557,97.74074074074075
12,11189728.0,0.0,,8.0,60.0,0.0,,8.0,60.0
13,11240289.0,0.0,,9.0,64.1,0.0,,9.11111111111111,64.85185185185185
14,11472494.0,0.0,200.0,52.0,169.0,0.0,200.0,52.0,169.0
15,11580920.0,0.0,110.0,69.66666666666667,385.0,0.0,110.0,69.66666666666667,385.0
16,11754797.0,0.0,75.0,32.0,151.66666666666666,0.0,75.0,31.037037037037038,144.0
17,1185819.0,0.0,100.0,30.266666666666666,112.66666666666667,0.0,100.0,30.296296296296298,112.96296296296296
18,12007186.0,0.0,488.0,439.93333333333334,2627.0666666666666,0.0,488.0,364.25925925925924,2091.925925925926
19,12154880.0,0.0,170.0,62.833333333333336,273.6666666666667,0.0,170.0,63.22222222222222,276.77777777777777
20,12158458.0,0.0,50.0,25.0,125.83333333333333,0.0,50.0,24.814814814814813,124.5925925925926
21,12309978.0,0.0,,8.0,60.0,0.0,,8.0,60.0
22,12358298.0,0.0,150.0,32.0,76.0,0.0,150.0,32.0,76.0
23,12402247.0,0.0,70.0,29.0,136.0,0.0,70.0,30.444444444444443,146.11111111111111
24,1246570.0,0.0,,9.5,67.03333333333333,0.0,,9.592592592592593,67.37037037037037
25,12475053.0,0.0,80.0,26.333333333333332,107.26666666666667,0.0,80.0,26.48148148148148,108.18518518518519
26,12588280.0,0.0,80.0,37.266666666666666,181.66666666666666,0.0,80.0,35.96296296296296,172.8148148148148
27,12624251.0,0.0,50.0,25.5,131.13333333333333,0.0,50.0,24.925925925925927,125.81481481481481
28,12696774.0,0.0,95.0,45.46666666666667,225.0,0.0,95.0,45.7037037037037,226.77777777777777
29,12795374.0,0.0,140.0,51.0,220.0,0.0,140.0,50.55555555555556,217.03703703703704
30,12824366.0,0.0,90.0,27.266666666666666,101.93333333333334,0.0,90.0,27.296296296296298,102.25925925925925
31,12862178.0,0.0,200.0,71.33333333333333,306.1,0.0,200.0,74.11111111111111,326.2962962962963
32,13001107.0,0.0,65.0,18.533333333333335,67.66666666666667,0.0,65.0,18.59259259259259,67.96296296296296
33,1301719.0,0.0,150.0,83.6,440.0,0.0,150.0,84.22222222222223,444.44444444444446
34,13098941.0,0.0,119.0,52.766666666666666,255.0,0.0,119.0,52.370370370370374,251.96296296296296
35,13326690.0,0.0,80.0,46.3,245.0,0.0,80.0,41.7037037037037,212.22222222222223
36,13334972.0,0.0,110.0,36.733333333333334,149.26666666666668,0.0,110.0,37.96296296296296,158.7037037037037
37,13347204.0,0.0,159.0,42.3,140.33333333333334,0.0,159.0,41.81481481481482,137.11111111111111
38,13378380.0,0.0,200.0,68.6,285.8333333333333,0.0,200.0,69.03703703703704,288.8888888888889
39,13437075.0,0.0,120.0,46.53333333333333,211.93333333333334,0.0,120.0,46.592592592592595,212.25925925925927
40,13445450.0,0.0,100.0,35.0,150.0,0.0,100.0,35.0,150.0
41,13509963.0,0.0,150.0,43.0,155.0,0.0,150.0,43.0,155.0
42,13681472.0,0.0,20.0,13.533333333333333,77.66666666666667,0.0,20.0,13.592592592592593,77.96296296296296
43,13925415.0,0.0,75.0,67.0,400.0,0.0,75.0,43.0,229.0
44,13953976.0,0.0,750.0,1518.0,9999.266666666666,0.0,750.0,1518.0,9999.296296296296
