,Unnamed: 0.1,Unnamed: 0,index,id,name,price,displayPrice,monthlyPriceFactor,weeklyPriceFactor,avgRating,reviewsCount,isNewListing,isSuperhost,lat,lng,personCapacity,size,beds,baths,title,property_type,town,top_lat,right_long,bottom_lat,left_long,url,baths_type,Region,baths_no,beds_no,guest_no,zipcode,RegionName,City,Metro,CountyName,State,4/30/2022,num_beds,avg_home_value,occupancy_rate,median_cleaning_fee,median_service_fee,median_total_price,avg_30_yr_mort,monthly_maintenance,monthly_tax,median_ROI
104,104,19,19,47966702.0,*New*  Enjoy salt air in our beachfront OOB condo.,371.0,$371,1.0,1.0,4.83,6.0,0.0,0.0,43.50691,-70.38015,5.0,2 bedrooms,3 beds,1.5 baths,5 guests,entire_home,old orchard beach,43.517899828125,-70.3688515,43.4893636875,-70.41448325,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=43.517899828125&ne_lng=-70.3688515&sw_lat=43.4893636875&sw_lng=-70.41448325&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,New England,1.5,3.0,5.0,4064,4064,Old Orchard Beach,Portland-South Portland,York County,ME,446466.0,3,446466.0,0.5117519826964672,100.0,61.0,532.0,2396.73,372.055,446.46600000000007,2.113608541637981
105,105,9,9,35996599.0,Quiet 3 BR Beachtown Apartment 1 mile to the beach,250.0,$250,0.8,0.9,4.87,63.0,0.0,1.0,43.50974,-70.40937,6.0,3 bedrooms,3 beds,1 bath,6 guests,entire_home,old orchard beach,43.517899828125,-70.3688515,43.4893636875,-70.41448325,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=43.517899828125&ne_lng=-70.3688515&sw_lat=43.4893636875&sw_lng=-70.41448325&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=160&section_offset=1,Private,New England,1.0,3.0,6.0,4064,4064,Old Orchard Beach,Portland-South Portland,York County,ME,446466.0,3,446466.0,0.1694304253785147,99.0,49.0,398.0,2396.73,372.055,446.46600000000007,-0.4857261805760056
106,106,1,1,29707344.0,"Cape Cod style condo with grill, pool, sauna, & gym - near beach",271.0,$271,1.0,1.0,4.75,4.0,0.0,0.0,43.50623,-70.38563,5.0,2 bedrooms,3 beds,1.5 baths,5 guests,entire_home,old orchard beach,43.517899828125,-70.3688515,43.4893636875,-70.41448325,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=43.517899828125&ne_lng=-70.3688515&sw_lat=43.4893636875&sw_lng=-70.41448325&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=180&section_offset=1,Private,New England,1.5,3.0,5.0,4064,4064,Old Orchard Beach,Portland-South Portland,York County,ME,446466.0,3,446466.0,0.9737563085796684,196.0,70.0,537.0,2396.73,372.055,446.46600000000007,5.29464775142096
107,107,10,10,35009494.0,A Wave from it All Cottage,235.0,$235,1.0,1.0,4.88,25.0,0.0,0.0,43.51224,-70.38429,6.0,2 bedrooms,3 beds,1 bath,6 guests,entire_home,old orchard beach,43.517899828125,-70.3688515,43.4893636875,-70.41448325,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=43.517899828125&ne_lng=-70.3688515&sw_lat=43.4893636875&sw_lng=-70.41448325&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=20&section_offset=1,Private,New England,1.0,3.0,6.0,4064,4064,Old Orchard Beach,Portland-South Portland,York County,ME,446466.0,3,446466.0,0.0868060562364816,,33.0,,2396.73,372.055,446.46600000000007,
108,108,6,6,11384046.0,Blissful Beachside Retreat on Old Orchard Beach,152.0,$152,1.0,1.0,4.92,156.0,0.0,1.0,43.50967,-70.3788,4.0,2 bedrooms,2 beds,1 bath,4 guests,entire_home,old orchard beach,43.517899828125,-70.3688515,43.4893636875,-70.41448325,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=43.517899828125&ne_lng=-70.3688515&sw_lat=43.4893636875&sw_lng=-70.41448325&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=0&section_offset=1,Private,New England,1.0,2.0,4.0,4064,4064,Old Orchard Beach,Portland-South Portland,York County,ME,376348.0,2,376348.0,0.1665465032444124,100.0,50.0,302.0,2020.32,313.62333333333333,376.348,-0.5842752199061049
109,109,12,12,35739911.0,Escape to the Beach! Cozy Condo in downtown OOB.,126.0,$126,1.0,0.9,4.73,124.0,0.0,0.0,43.51645,-70.37373,3.0,1 bedroom,2 beds,1 bath,3 guests,entire_home,old orchard beach,43.517899828125,-70.3688515,43.4893636875,-70.41448325,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=43.517899828125&ne_lng=-70.3688515&sw_lat=43.4893636875&sw_lng=-70.41448325&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=0&section_offset=1,Private,New England,1.0,2.0,3.0,4064,4064,Old Orchard Beach,Portland-South Portland,York County,ME,376348.0,2,376348.0,0.7276135544340303,50.0,39.0,215.0,2020.32,313.62333333333333,376.348,1.0136998794007277
110,110,7,7,28840968.0,Ocean Park- One Block to Beach-2 Single Beds,120.0,$120,0.65,0.6799999999999999,4.93,14.0,0.0,1.0,43.50081,-70.38553,2.0,1 bedroom,2 beds,3.5 shared baths,2 guests,private_room,old orchard beach,43.517899828125,-70.3688515,43.4893636875,-70.41448325,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=43.517899828125&ne_lng=-70.3688515&sw_lat=43.4893636875&sw_lng=-70.41448325&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=100&section_offset=1,Shared,New England,3.5,2.0,2.0,4064,4064,Old Orchard Beach,Portland-South Portland,York County,ME,376348.0,2,376348.0,0.2105263157894736,,17.0,,2020.32,313.62333333333333,376.348,
111,111,11,11,28840968.0,Ocean Park- One Block to Beach-2 Single Beds,120.0,$120,0.65,0.6799999999999999,4.93,14.0,0.0,1.0,43.50081,-70.38553,2.0,1 bedroom,2 beds,3.5 shared baths,2 guests,private_room,old orchard beach,43.517899828125,-70.3688515,43.4893636875,-70.41448325,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=43.517899828125&ne_lng=-70.3688515&sw_lat=43.4893636875&sw_lng=-70.41448325&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Shared,New England,3.5,2.0,2.0,4064,4064,Old Orchard Beach,Portland-South Portland,York County,ME,376348.0,2,376348.0,0.2105263157894736,,17.0,,2020.32,313.62333333333333,376.348,
112,112,4,4,36614970.0,Old Orchard Beach Apt -10 Minute Walk to The Beach,160.0,$160,1.0,1.0,4.27,33.0,0.0,0.0,43.51462,-70.38474,6.0,2 bedrooms,2 beds,1 bath,6 guests,entire_home,old orchard beach,43.517899828125,-70.3688515,43.4893636875,-70.41448325,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=43.517899828125&ne_lng=-70.3688515&sw_lat=43.4893636875&sw_lng=-70.41448325&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,New England,1.0,2.0,6.0,4064,4064,Old Orchard Beach,Portland-South Portland,York County,ME,376348.0,2,376348.0,0.1739005046863734,135.0,54.0,349.0,2020.32,313.62333333333333,376.348,-0.4277862009700738
113,113,6,6,36614970.0,Old Orchard Beach Apt -10 Minute Walk to The Beach,160.0,$160,1.0,1.0,4.27,33.0,0.0,0.0,43.51462,-70.38474,6.0,2 bedrooms,2 beds,1 bath,6 guests,entire_home,old orchard beach,43.517899828125,-70.3688515,43.4893636875,-70.41448325,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=43.517899828125&ne_lng=-70.3688515&sw_lat=43.4893636875&sw_lng=-70.41448325&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=140&section_offset=1,Private,New England,1.0,2.0,6.0,4064,4064,Old Orchard Beach,Portland-South Portland,York County,ME,376348.0,2,376348.0,0.1739005046863734,135.0,54.0,349.0,2020.32,313.62333333333333,376.348,-0.4277862009700738
114,114,10,10,23410905.0,OOB Getaway - Walking distance to everything!,265.0,$265,0.9,0.95,4.68,39.0,0.0,0.0,43.51512,-70.38401,5.0,2 bedrooms,2 beds,1 bath,5 guests,entire_home,old orchard beach,43.517899828125,-70.3688515,43.4893636875,-70.41448325,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=43.517899828125&ne_lng=-70.3688515&sw_lat=43.4893636875&sw_lng=-70.41448325&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=240&section_offset=1,Private,New England,1.0,2.0,5.0,4064,4064,Old Orchard Beach,Portland-South Portland,York County,ME,376348.0,2,376348.0,0.6027397260273972,255.0,93.0,613.0,2020.32,313.62333333333333,376.348,4.221134275758295
115,115,9,9,50851491.0,"2-Bdrm apt., Free Parking, .5 mi walking to Pier",283.0,$283,1.0,1.0,5.0,4.0,0.0,0.0,43.51595,-70.38074,5.0,2 bedrooms,2 beds,1 bath,5 guests,entire_home,old orchard beach,43.517899828125,-70.3688515,43.4893636875,-70.41448325,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=43.517899828125&ne_lng=-70.3688515&sw_lat=43.4893636875&sw_lng=-70.41448325&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=260&section_offset=1,Private,New England,1.0,2.0,5.0,4064,4064,Old Orchard Beach,Portland-South Portland,York County,ME,376348.0,2,376348.0,0.6053352559480895,250.0,76.0,609.0,2020.32,313.62333333333333,376.348,4.208634084716822
116,116,8,8,6783989.0,Beachfront Condo with Amazing Ocean Views!! 4th Fl,204.0,$204,1.0,0.9,4.71,282.0,0.0,0.0,43.51276,-70.376434,6.0,1 bedroom,4 beds,1 bath,6 guests,entire_home,old orchard beach,43.517899828125,-70.3688515,43.4893636875,-70.41448325,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=43.517899828125&ne_lng=-70.3688515&sw_lat=43.4893636875&sw_lng=-70.41448325&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=0&section_offset=1,Private,New England,1.0,4.0,6.0,4064,4064,Old Orchard Beach,Portland-South Portland,York County,ME,514887.0,4,514887.0,0.6382119682768566,60.0,61.0,325.0,2764.02,429.0725,514.8870000000001,0.9410249303804517
117,117,8,8,48754550.0,Old Orchard Beach Cottage,250.0,$250,1.0,1.0,,2.0,0.0,0.0,43.50896,-70.40233,4.0,2 bedrooms,4 beds,1 bath,4 guests,entire_home,old orchard beach,43.517899828125,-70.3688515,43.4893636875,-70.41448325,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=43.517899828125&ne_lng=-70.3688515&sw_lat=43.4893636875&sw_lng=-70.41448325&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,New England,1.0,4.0,4.0,4064,4064,Old Orchard Beach,Portland-South Portland,York County,ME,514887.0,4,514887.0,0.0958904109589041,120.0,52.0,422.0,2764.02,429.0725,514.8870000000001,-0.8962113757015748
118,118,14,14,48754550.0,Old Orchard Beach Cottage,250.0,$250,1.0,1.0,,2.0,0.0,0.0,43.50896,-70.40233,4.0,2 bedrooms,4 beds,1 bath,4 guests,entire_home,old orchard beach,43.517899828125,-70.3688515,43.4893636875,-70.41448325,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=43.517899828125&ne_lng=-70.3688515&sw_lat=43.4893636875&sw_lng=-70.41448325&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=160&section_offset=1,Private,New England,1.0,4.0,4.0,4064,4064,Old Orchard Beach,Portland-South Portland,York County,ME,514887.0,4,514887.0,0.0958904109589041,120.0,52.0,422.0,2764.02,429.0725,514.8870000000001,-0.8962113757015748
119,119,1,1,50692813.0,Lemondrop Cottage with Pool,348.0,$348,1.0,1.0,4.86,7.0,0.0,0.0,43.50936,-70.40239,6.0,2 bedrooms,4 beds,1 bath,6 guests,entire_home,old orchard beach,43.517899828125,-70.3688515,43.4893636875,-70.41448325,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=43.517899828125&ne_lng=-70.3688515&sw_lat=43.4893636875&sw_lng=-70.41448325&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=160&section_offset=1,Private,New England,1.0,4.0,6.0,4064,4064,Old Orchard Beach,Portland-South Portland,York County,ME,514887.0,4,514887.0,0.3271809661139149,100.0,58.0,506.0,2764.02,429.0725,514.8870000000001,0.4803178773302095
120,120,18,18,25570236.0,Old Orchard Beach Escape,161.0,$161,0.7,0.85,4.94,35.0,0.0,0.0,43.50642,-70.40358,8.0,3 bedrooms,4 beds,1 bath,8 guests,entire_home,old orchard beach,43.517899828125,-70.3688515,43.4893636875,-70.41448325,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=43.517899828125&ne_lng=-70.3688515&sw_lat=43.4893636875&sw_lng=-70.41448325&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=160&section_offset=1,Private,New England,1.0,4.0,8.0,4064,4064,Old Orchard Beach,Portland-South Portland,York County,ME,514887.0,4,514887.0,0.4148521989906272,70.0,33.0,264.0,2764.02,429.0725,514.8870000000001,-0.1362929147058501
121,121,17,17,25570236.0,Old Orchard Beach Escape,161.0,$161,0.7,0.85,4.94,35.0,0.0,0.0,43.50642,-70.40358,8.0,3 bedrooms,4 beds,1 bath,8 guests,entire_home,old orchard beach,43.517899828125,-70.3688515,43.4893636875,-70.41448325,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=43.517899828125&ne_lng=-70.3688515&sw_lat=43.4893636875&sw_lng=-70.41448325&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=180&section_offset=1,Private,New England,1.0,4.0,8.0,4064,4064,Old Orchard Beach,Portland-South Portland,York County,ME,514887.0,4,514887.0,0.4148521989906272,70.0,33.0,264.0,2764.02,429.0725,514.8870000000001,-0.1362929147058501
122,122,14,14,25570236.0,Old Orchard Beach Escape,161.0,$161,0.7,0.85,4.94,35.0,0.0,0.0,43.50642,-70.40358,8.0,3 bedrooms,4 beds,1 bath,8 guests,entire_home,old orchard beach,43.517899828125,-70.3688515,43.4893636875,-70.41448325,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=43.517899828125&ne_lng=-70.3688515&sw_lat=43.4893636875&sw_lng=-70.41448325&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=240&section_offset=1,Private,New England,1.0,4.0,8.0,4064,4064,Old Orchard Beach,Portland-South Portland,York County,ME,514887.0,4,514887.0,0.4148521989906272,70.0,33.0,264.0,2764.02,429.0725,514.8870000000001,-0.1362929147058501
123,123,12,12,5.83857358241714e+17,Beachside Abode 2A | Bayley Vacation Rentals,441.0,$441,1.0,1.0,,0.0,1.0,0.0,43.50772,-70.38212,7.0,2 bedrooms,4 beds,1 bath,7 guests,entire_home,old orchard beach,43.517899828125,-70.3688515,43.4893636875,-70.41448325,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=43.517899828125&ne_lng=-70.3688515&sw_lat=43.4893636875&sw_lng=-70.41448325&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=180&section_offset=1,Private,New England,1.0,4.0,7.0,4064,4064,Old Orchard Beach,Portland-South Portland,York County,ME,514887.0,4,514887.0,0.4305695746214852,,136.0,,2764.02,429.0725,514.8870000000001,
124,124,0,0,5.83857358241714e+17,Beachside Abode 2A | Bayley Vacation Rentals,441.0,$441,1.0,1.0,,0.0,1.0,0.0,43.50772,-70.38212,7.0,2 bedrooms,4 beds,1 bath,7 guests,entire_home,old orchard beach,43.517899828125,-70.3688515,43.4893636875,-70.41448325,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=43.517899828125&ne_lng=-70.3688515&sw_lat=43.4893636875&sw_lng=-70.41448325&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=200&section_offset=1,Private,New England,1.0,4.0,7.0,4064,4064,Old Orchard Beach,Portland-South Portland,York County,ME,514887.0,4,514887.0,0.4305695746214852,,136.0,,2764.02,429.0725,514.8870000000001,
125,125,16,16,18829373.0,Beach vacation unit B,350.0,$350,1.0,1.0,5.0,3.0,0.0,0.0,43.51239,-70.38616,8.0,3 bedrooms,4 beds,1 bath,8 guests,entire_home,old orchard beach,43.517899828125,-70.3688515,43.4893636875,-70.41448325,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=43.517899828125&ne_lng=-70.3688515&sw_lat=43.4893636875&sw_lng=-70.41448325&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=280&section_offset=1,Private,New England,1.0,4.0,8.0,4064,4064,Old Orchard Beach,Portland-South Portland,York County,ME,514887.0,4,514887.0,0.8175919250180245,200.0,78.0,628.0,2764.02,429.0725,514.8870000000001,4.30872024118951
126,126,8,8,31464281.0,House With Large Yard. 10 Minute Walk to The Beach,132.0,$132,1.0,1.0,4.22,45.0,0.0,0.0,43.51316,-70.3858,6.0,2 bedrooms,4 beds,1 bath,6 guests,entire_home,old orchard beach,43.517899828125,-70.3688515,43.4893636875,-70.41448325,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=43.517899828125&ne_lng=-70.3688515&sw_lat=43.4893636875&sw_lng=-70.41448325&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=40&section_offset=1,Private,New England,1.0,4.0,6.0,4064,4064,Old Orchard Beach,Portland-South Portland,York County,ME,514887.0,4,514887.0,0.3769080234833659,135.0,59.0,326.0,2764.02,429.0725,514.8870000000001,0.0106285927226079
127,127,18,18,26105406.0,Camp Comfort Cottage (125 Yds. to the beach!),200.0,$200,1.0,1.0,4.88,24.0,0.0,0.0,43.50951,-70.37996,6.0,3 bedrooms,4 beds,2 baths,6 guests,entire_home,old orchard beach,43.517899828125,-70.3688515,43.4893636875,-70.41448325,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=43.517899828125&ne_lng=-70.3688515&sw_lat=43.4893636875&sw_lng=-70.41448325&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=40&section_offset=1,Private,New England,2.0,4.0,6.0,4064,4064,Old Orchard Beach,Portland-South Portland,York County,ME,514887.0,4,514887.0,0.5503965392934391,,28.0,,2764.02,429.0725,514.8870000000001,
128,128,17,17,17842530.0,"Ocean View, 2 Bedroom, Lg. Deck, Historic Cottage",216.0,$216,0.7,0.95,4.75,20.0,0.0,0.0,43.50935,-70.38257,6.0,2 bedrooms,4 beds,1 bath,6 guests,entire_home,old orchard beach,43.517899828125,-70.3688515,43.4893636875,-70.41448325,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=43.517899828125&ne_lng=-70.3688515&sw_lat=43.4893636875&sw_lng=-70.41448325&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=60&section_offset=1,Private,New England,1.0,4.0,6.0,4064,4064,Old Orchard Beach,Portland-South Portland,York County,ME,514887.0,4,514887.0,0.7129055515501082,,29.0,,2764.02,429.0725,514.8870000000001,
129,129,10,10,12486642.0,New single story beach home,265.0,$265,1.0,1.0,4.97,35.0,0.0,1.0,43.49161,-70.3887,6.0,3 bedrooms,4 beds,2 baths,6 guests,entire_home,saco,43.517899828125,-70.3688515,43.4893636875,-70.41448325,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=43.517899828125&ne_lng=-70.3688515&sw_lat=43.4893636875&sw_lng=-70.41448325&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=60&section_offset=1,Private,New England,2.0,4.0,6.0,4072,4072,Saco,Portland-South Portland,York County,ME,541015.0,4,541015.0,0.3808219178082191,120.0,58.0,443.0,2904.29,450.8458333333333,541.015,0.42532454862749
130,130,4,4,42002224.0,"Clean, private 3 bedroom home 1.1 miles from beach",175.0,$175,1.0,1.0,4.82,38.0,0.0,1.0,43.50768,-70.40934,8.0,3 bedrooms,5 beds,2.5 baths,8 guests,entire_home,old orchard beach,43.517899828125,-70.3688515,43.4893636875,-70.41448325,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=43.517899828125&ne_lng=-70.3688515&sw_lat=43.4893636875&sw_lng=-70.41448325&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=100&section_offset=1,Private,New England,2.5,5.0,8.0,4064,4064,Old Orchard Beach,Portland-South Portland,York County,ME,741168.0,5,741168.0,0.2030281182408075,175.0,60.0,410.0,3978.75,617.64,741.168,-0.7051531700756762
131,131,14,14,42002224.0,"Clean, private 3 bedroom home 1.1 miles from beach",175.0,$175,1.0,1.0,4.82,38.0,0.0,1.0,43.50768,-70.40934,8.0,3 bedrooms,5 beds,2.5 baths,8 guests,entire_home,old orchard beach,43.517899828125,-70.3688515,43.4893636875,-70.41448325,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=43.517899828125&ne_lng=-70.3688515&sw_lat=43.4893636875&sw_lng=-70.41448325&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,New England,2.5,5.0,8.0,4064,4064,Old Orchard Beach,Portland-South Portland,York County,ME,741168.0,5,741168.0,0.2030281182408075,175.0,60.0,410.0,3978.75,617.64,741.168,-0.7051531700756762
