RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,4/30/2022
87514,9208,67219,Zip,KS,KS,Park City,Wichita,Sedgwick County,86434
86148,9210,63670,Zip,MO,MO,Sainte Genevieve,,Sainte Genevieve County,98067
73333,9211,35125,Zip,AL,AL,Pell City,Birmingham-Hoover,Saint Clair County,159028
59703,9213,4915,Zip,ME,ME,Belfast,,Waldo County,227928
99734,9214,98346,Zip,WA,WA,Kingston,Bremerton-Silverdale,Kitsap County,655924
76324,9214,42345,Zip,KY,KY,Greenville,Central City,Muhlenberg County,86530
97154,9216,93212,Zip,CA,CA,Corcoran,Hanford-Corcoran,Kings County,189512
65770,9217,19102,Zip,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,634244
90568,9217,74868,Zip,OK,OK,Seminole,,Seminole County,45210
58373,9219,1462,Zip,MA,MA,Lunenburg,Worcester,Worcester County,379139
70167,9219,28723,Zip,NC,NC,Cullowhee,Cullowhee,Jackson County,256038
84465,9221,60410,Zip,IL,IL,Channahon,Chicago-Naperville-Elgin,Will County,209359
80452,9222,50588,Zip,IA,IA,Storm Lake,Storm Lake,Buena Vista County,109343
73140,9222,34604,Zip,FL,FL,Spring Hill,Tampa-St. Petersburg-Clearwater,Hernando County,213382
73643,9224,35906,Zip,AL,AL,Rainbow City,Gadsden,Etowah County,144630
64800,9225,16901,Zip,PA,PA,Delmar Township,,Tioga County,165384
79500,9226,49007,Zip,MI,MI,Kalamazoo,Kalamazoo-Portage,Kalamazoo County,77790
67459,9227,22960,Zip,VA,VA,Orange,,Orange County,223991
85048,9228,61548,Zip,IL,IL,Metamora,Peoria,Woodford County,155301
64563,9230,16354,Zip,PA,PA,Titusville,Meadville,Crawford County,94338
70342,9230,29161,Zip,SC,SC,Timmonsville,Florence,Florence County,94176
60214,9230,6239,Zip,CT,CT,Killingly,Worcester,Windham County,260594
70218,9233,28778,Zip,NC,NC,Swannanoa,Asheville,Buncombe County,292942
67754,9234,23510,Zip,VA,VA,Norfolk,Virginia Beach-Norfolk-Newport News,Norfolk City,337267
76958,9235,44044,Zip,OH,OH,Grafton,Cleveland-Elyria,Lorain County,186284
86322,9235,64075,Zip,MO,MO,Oak Grove,Kansas City,Jackson County,178995
84690,9235,60712,Zip,IL,IL,Lincolnwood,Chicago-Naperville-Elgin,Cook County,349974
84557,9239,60523,Zip,IL,IL,Oak Brook,Chicago-Naperville-Elgin,DuPage County,454530
98104,9240,95320,Zip,CA,CA,Escalon,Stockton-Lodi,San Joaquin County,487261
99504,9240,98019,Zip,WA,WA,Duvall,Seattle-Tacoma-Bellevue,King County,754032
79159,9240,48360,Zip,MI,MI,Orion,Detroit-Warren-Dearborn,Oakland County,220407
62684,9244,12586,Zip,NY,NY,Walden,New York-Newark-Jersey City,Orange County,286059
69033,9245,26452,Zip,WV,WV,Weston,,Lewis County,59920
67405,9247,22827,Zip,VA,VA,Elkton,Harrisonburg,Rockingham County,174185
96466,9248,91708,Zip,CA,CA,Chino,Riverside-San Bernardino-Ontario,San Bernardino County,526224
86345,9249,64105,Zip,MO,MO,Kansas City,Kansas City,Jackson County,293921
72549,9250,33330,Zip,FL,FL,Cooper City,Miami-Fort Lauderdale-West Palm Beach,Broward County,375498
59476,9251,4412,Zip,ME,ME,Brewer,Bangor,Penobscot County,206405
73556,9252,35634,Zip,AL,AL,Florence,Florence-Muscle Shoals,Lauderdale County,152335
81522,9252,53963,Zip,WI,WI,Waupun,Fond du Lac,Fond du Lac County,149465
92110,9254,77807,Zip,TX,TX,Bryan,College Station-Bryan,Brazos County,218002
58529,9256,1879,Zip,MA,MA,Tyngsboro,Boston-Cambridge-Newton,Middlesex County,379064
83125,9257,57069,Zip,SD,SD,Vermillion,Vermillion,Clay County,166391
60860,9258,7885,Zip,NJ,NJ,Wharton,New York-Newark-Jersey City,Morris County,309395
97918,9259,95006,Zip,CA,CA,Boulder Creek,Santa Cruz-Watsonville,Santa Cruz County,753602
99253,9259,97403,Zip,OR,OR,Eugene,Eugene,Lane County,442523
61840,9259,10528,Zip,NY,NY,Harrison,New York-Newark-Jersey City,Westchester County,703371
79466,9262,48895,Zip,MI,MI,Williamston,Lansing-East Lansing,Ingham County,205725
78761,9264,47804,Zip,IN,IN,Terre Haute,Terre Haute,Vigo County,71797
60873,9265,7932,Zip,NJ,NJ,Florham Park,New York-Newark-Jersey City,Morris County,569722
76993,9266,44090,Zip,OH,OH,Wellington,Cleveland-Elyria,Lorain County,157906
64928,9266,17102,Zip,PA,PA,Harrisburg,Harrisburg-Carlisle,Dauphin County,168048
93634,9268,81006,Zip,CO,CO,Pueblo,Pueblo,Pueblo County,270750
85025,9268,61523,Zip,IL,IL,Chillicothe,Peoria,Peoria County,93510
90237,9270,74023,Zip,OK,OK,Cushing,Stillwater,Payne County,49470
77192,9271,44471,Zip,OH,OH,Struthers,Youngstown-Warren-Boardman,Mahoning County,77770
84422,9273,60176,Zip,IL,IL,Schiller Park,Chicago-Naperville-Elgin,Cook County,245378
73785,9273,36206,Zip,AL,AL,Saks,Anniston-Oxford-Jacksonville,Calhoun County,71590
78993,9275,48122,Zip,MI,MI,Melvindale,Detroit-Warren-Dearborn,Wayne County,99186
94720,9275,85004,Zip,AZ,AZ,Phoenix,Phoenix-Mesa-Scottsdale,Maricopa County,490009
62102,9277,11416,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,702463
60942,9277,8051,Zip,NJ,NJ,Mantua Township,Philadelphia-Camden-Wilmington,Gloucester County,186834
84586,9277,60558,Zip,IL,IL,Western Springs,Chicago-Naperville-Elgin,Cook County,440419
65995,9280,19540,Zip,PA,PA,Mohnton,Reading,Berks County,223703
64939,9280,17113,Zip,PA,PA,Steelton,Harrisburg-Carlisle,Dauphin County,149692
65418,9282,18324,Zip,PA,PA,Lehman Township,New York-Newark-Jersey City,Pike County,179277
88549,9282,70346,Zip,LA,LA,Donaldsonville,Baton Rouge,Ascension Parish,130121
58251,9282,1082,Zip,MA,MA,Ware,Springfield,Hampshire County,268377
84885,9285,61301,Zip,IL,IL,La Salle,Ottawa-Peru,La Salle County,87169
60392,9287,6608,Zip,CT,CT,Bridgeport,Bridgeport-Stamford-Norwalk,Fairfield County,173056
70524,9287,29510,Zip,SC,SC,Andrews,Georgetown,Georgetown County,70292
74350,9289,37381,Zip,TN,TN,Spring City,Dayton,Rhea County,152330
86728,9289,65233,Zip,MO,MO,Boonville,,Cooper County,110868
69940,9291,28425,Zip,NC,NC,Burgaw,Wilmington,Pender County,168945
98116,9292,95334,Zip,CA,CA,Livingston,Merced,Merced County,315511
88598,9293,70445,Zip,LA,LA,Lacombe,New Orleans-Metairie,Saint Tammany Parish,162179
76467,9294,43021,Zip,OH,OH,Galena,Columbus,Delaware County,377738
66678,9295,20872,Zip,MD,MD,Damascus,Washington-Arlington-Alexandria,Montgomery County,239443
77152,9296,44408,Zip,OH,OH,Columbiana,Salem,Columbiana County,166987
84582,9296,60554,Zip,IL,IL,Sugar Grove,Chicago-Naperville-Elgin,Kane County,245649
99598,9299,98148,Zip,WA,WA,Burien,Seattle-Tacoma-Bellevue,King County,394426
58374,9299,1463,Zip,MA,MA,Pepperell,Boston-Cambridge-Newton,Middlesex County,339527
61133,9301,8628,Zip,NJ,NJ,Ewing Township,Trenton,Mercer County,223076
74830,9301,38462,Zip,TN,TN,Hohenwald,,Lewis County,91907
78018,9301,46184,Zip,IN,IN,New Whiteland,Indianapolis-Carmel-Anderson,Johnson County,196135
99319,9304,97479,Zip,OR,OR,Sutherlin,Roseburg,Douglas County,258920
83449,9304,57785,Zip,SD,SD,Sturgis,Rapid City,Meade County,209416
62122,9306,11436,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,556906
399687,9306,97089,Zip,OR,OR,Damascus,Portland-Vancouver-Hillsboro,Clackamas County,651846
85074,9306,61607,Zip,IL,IL,Bartonville,Peoria,Peoria County,97619
80296,9309,50327,Zip,IA,IA,Pleasant Hill,Des Moines-West Des Moines,Polk County,230392
94450,9309,84087,Zip,UT,UT,Woods Cross,Ogden-Clearfield,Davis County,489342
71179,9311,30531,Zip,GA,GA,Cornelia,Cornelia,Habersham County,125153
97291,9312,93465,Zip,CA,CA,Templeton,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,620878
87879,9312,68133,Zip,NE,NE,Papillion,Omaha-Council Bluffs,Sarpy County,342439
